,dataset,model,layer,roi,subject,rsa,cka,pearson_r,pearson_r_nc,explained_variance,ev_nc,enc_rsa,enc_cka
883,NSD,MODEL_A,layer3-25,OPA,subj04,0.1648805227988728,0.155777084465626,0.35549498,0.06972112,0.11357737,0.00415355,0.32925861,0.30620138
884,NSD,MODEL_A,layer3-25,OPA,subj05,0.2349653959843839,0.2525157463120166,0.50156576,0.07850493,0.21871687,0.00507012,0.47368352,0.52753283
885,NSD,MODEL_A,layer3-25,OPA,subj06,0.1622227731024055,0.1405227314599985,0.32340428,0.05870994,0.09353846,0.00288176,0.3099411,0.23961067
886,NSD,MODEL_A,layer3-25,OPA,subj07,0.2138647506971264,0.1811153071755395,0.39300103,0.07410293,0.13934049,0.00470837,0.38998792,0.32448054
887,NSD,MODEL_A,layer3-25,OPA,subj08,0.1373356124498976,0.1029217564905598,0.29564306,0.05781914,0.08891527,0.00315757,0.26700437,0.20373644
888,NSD,MODEL_A,layer3-25,EBA,subj01,0.1889435376429687,0.2236383890384695,0.43237474,0.06764563,0.14042856,0.00317641,0.54506554,0.56684449
889,NSD,MODEL_A,layer3-25,EBA,subj02,0.1953705296012454,0.2587196890587024,0.44099538,0.0694514,0.15212733,0.00348523,0.54499648,0.56433005
890,NSD,MODEL_A,layer3-25,EBA,subj03,0.1913427878094229,0.2083908130973695,0.36994419,0.06156442,0.10519591,0.00268965,0.49081195,0.46457355
891,NSD,MODEL_A,layer3-25,EBA,subj04,0.1551428672138823,0.1799120711467007,0.35307997,0.06079855,0.09418054,0.0025374,0.42645204,0.41421919
892,NSD,MODEL_A,layer3-25,EBA,subj05,0.1984177131745426,0.2470052409063592,0.42550921,0.0642444,0.1346049,0.00285133,0.55248146,0.53058118
893,NSD,MODEL_A,layer3-25,EBA,subj06,0.1611460734769035,0.1521925595149053,0.32681713,0.05409769,0.071914,0.00181552,0.36799632,0.36729598
894,NSD,MODEL_A,layer3-25,EBA,subj07,0.1723959742195054,0.1946392608315361,0.37730672,0.06663575,0.112305,0.0032086,0.48613607,0.4527306
895,NSD,MODEL_A,layer3-25,EBA,subj08,0.1332529229671186,0.1301104169413221,0.2785506,0.0543431,0.06599016,0.00228657,0.30432659,0.27665773
896,NSD,MODEL_A,layer3-30,V1v,subj01,0.1587957743116151,0.212787670679522,0.46245062,0.06769333,0.1970824,0.00393578,0.40613816,0.51419744
897,NSD,MODEL_A,layer3-30,V1v,subj02,0.1378960240917259,0.2154827153540819,0.48085942,0.07008599,0.22068946,0.00434767,0.44849451,0.56947908
898,NSD,MODEL_A,layer3-30,V1v,subj03,0.1144425879933545,0.1556638332795707,0.44811717,0.06997348,0.1818238,0.00414832,0.31254299,0.43127306
899,NSD,MODEL_A,layer3-30,V1v,subj04,0.1639820600971781,0.1969015800370508,0.37925172,0.05861774,0.07396663,0.00163139,0.25140981,0.40710498
900,NSD,MODEL_A,layer3-30,V1v,subj05,0.1266448112218227,0.2021391271536526,0.51834984,0.07794493,0.26024717,0.00559385,0.36977794,0.57877281
901,NSD,MODEL_A,layer3-30,V1v,subj06,0.1334584815710044,0.1796242159275851,0.36324924,0.05523826,0.07084843,0.00151264,0.2348742,0.3847435
902,NSD,MODEL_A,layer3-30,V1v,subj07,0.1361156044587057,0.1691330381064985,0.4187827,0.07338152,0.17614692,0.00493153,0.4032393,0.42938218
903,NSD,MODEL_A,layer3-30,V1v,subj08,0.1164939556726045,0.1659084992532037,0.31438601,0.05567413,0.05852726,0.00165132,0.17377142,0.35542695
904,NSD,MODEL_A,layer3-30,V2v,subj01,0.1489764661530183,0.2187575249007183,0.42541929,0.06522223,0.16385126,0.00357523,0.39828598,0.46846768
905,NSD,MODEL_A,layer3-30,V2v,subj02,0.1514751699588307,0.2463018064623342,0.44407184,0.06844033,0.19945035,0.00428844,0.4660596,0.53572452
906,NSD,MODEL_A,layer3-30,V2v,subj03,0.1323915759755929,0.1825687613239157,0.41553694,0.06825799,0.16279964,0.00399197,0.33086804,0.43743468
907,NSD,MODEL_A,layer3-30,V2v,subj04,0.1610713916597095,0.2155420827696644,0.36790875,0.05711386,0.08299887,0.00181488,0.16805649,0.39992485
908,NSD,MODEL_A,layer3-30,V2v,subj05,0.1364469701298012,0.2413665027784373,0.49510001,0.07517486,0.23690262,0.00509989,0.40882721,0.59547393
909,NSD,MODEL_A,layer3-30,V2v,subj06,0.1212437944333347,0.194216710298319,0.4064396,0.06482538,0.159136,0.00374598,0.32736082,0.42064937
910,NSD,MODEL_A,layer3-30,V2v,subj07,0.1375527046386646,0.187861804436714,0.44289639,0.07556732,0.18947718,0.00513368,0.34964086,0.42507791
911,NSD,MODEL_A,layer3-30,V2v,subj08,0.1226677430545426,0.1821683193483269,0.33234403,0.056323,0.06287371,0.00164306,0.19222688,0.3498371
912,NSD,MODEL_A,layer3-30,V3v,subj01,0.1699749056480035,0.2129476494223915,0.43474218,0.0698481,0.17572578,0.00425575,0.40605283,0.43299605
913,NSD,MODEL_A,layer3-30,V3v,subj02,0.1297754702435967,0.234166242254574,0.46251094,0.07187197,0.20852849,0.0046325,0.41672125,0.51153146
914,NSD,MODEL_A,layer3-30,V3v,subj03,0.1082296829243147,0.1241876676491459,0.30452672,0.05246875,0.05067888,0.00141232,0.1735951,0.23446364
915,NSD,MODEL_A,layer3-30,V3v,subj04,0.1268162300476434,0.1528964115082598,0.30697811,0.05323834,0.04988939,0.00141473,0.20426807,0.25214679
916,NSD,MODEL_A,layer3-30,V3v,subj05,0.1271010410195367,0.2107060205141294,0.42313478,0.07118608,0.17912206,0.00470798,0.35714191,0.48979209
917,NSD,MODEL_A,layer3-30,V3v,subj06,0.1307359113727778,0.1821604055676661,0.37505111,0.06246541,0.13758814,0.00353599,0.30818965,0.36628924
918,NSD,MODEL_A,layer3-30,V3v,subj07,0.1275804706806949,0.1529379208060161,0.35705263,0.06070152,0.07661331,0.0020735,0.20681727,0.30049944
919,NSD,MODEL_A,layer3-30,V3v,subj08,0.0940271083969766,0.1366417504219538,0.30138651,0.05552692,0.05630945,0.00179511,0.1696531,0.28483074
920,NSD,MODEL_A,layer3-30,hV4,subj01,0.182372698154305,0.2014014045887546,0.40569792,0.07040534,0.15157297,0.0042582,0.38047938,0.37008179
921,NSD,MODEL_A,layer3-30,hV4,subj02,0.1419677879958582,0.217967139389315,0.49764244,0.07470956,0.23484042,0.00499396,0.44308353,0.49672191
922,NSD,MODEL_A,layer3-30,hV4,subj03,0.1181073482464178,0.1227114986902981,0.30479863,0.05481829,0.05558798,0.00172955,0.23849779,0.20766859
923,NSD,MODEL_A,layer3-30,hV4,subj04,0.1232259304628036,0.1133453722548474,0.25395843,0.04904158,0.03639894,0.00131422,0.18286669,0.15343971
924,NSD,MODEL_A,layer3-30,hV4,subj05,0.1595897980312228,0.1951748603903651,0.41012317,0.06991399,0.16061493,0.00440863,0.40862251,0.39648307
925,NSD,MODEL_A,layer3-30,hV4,subj06,0.1174916177907865,0.1014877750901243,0.25560561,0.04790143,0.0353614,0.00119012,0.17510953,0.16050725
926,NSD,MODEL_A,layer3-30,hV4,subj07,0.1260327404663368,0.1396340312627023,0.3082085,0.05668211,0.06540293,0.00210361,0.19109354,0.23035517
927,NSD,MODEL_A,layer3-30,hV4,subj08,0.1278099722331612,0.1577380165954506,0.31654933,0.05860484,0.0616692,0.00195156,0.19439677,0.31822385
928,NSD,MODEL_A,layer3-30,FFA-1,subj01,0.1700603301891236,0.1777601049943012,0.40781812,0.07453307,0.16925041,0.0052084,0.56376467,0.55291779
929,NSD,MODEL_A,layer3-30,FFA-1,subj02,0.1657182344002961,0.1714615118769213,0.38511892,0.06212532,0.09176158,0.00226812,0.42116915,0.43225981
930,NSD,MODEL_A,layer3-30,FFA-1,subj03,0.1539795146367026,0.1613509664851842,0.37637374,0.06530639,0.15046623,0.00403787,0.54350201,0.52709456
931,NSD,MODEL_A,layer3-30,FFA-1,subj04,0.1506841106363505,0.1474059323511923,0.32844523,0.05731711,0.05271444,0.00150969,0.34517196,0.38037462
932,NSD,MODEL_A,layer3-30,FFA-1,subj05,0.1917067251964792,0.1941162105663673,0.41248887,0.07031333,0.17854993,0.00475493,0.49511928,0.53024989
933,NSD,MODEL_A,layer3-30,FFA-1,subj06,0.1298020720183814,0.1353449479485708,0.35795987,0.05872703,0.07801734,0.00191647,0.33239914,0.48186547
934,NSD,MODEL_A,layer3-30,FFA-1,subj07,0.1590634894980689,0.1370836097326167,0.34291151,0.06330707,0.08702265,0.00275728,0.41917785,0.33853311
935,NSD,MODEL_A,layer3-30,FFA-1,subj08,0.1309892332071915,0.120668123925485,0.27952024,0.05321694,0.0441242,0.00153361,0.33115893,0.25070831
936,NSD,MODEL_A,layer3-30,VWFA-1,subj01,0.1508071143798861,0.1508253885509609,0.35629298,0.06362446,0.12353526,0.00369549,0.43924881,0.30330608
937,NSD,MODEL_A,layer3-30,VWFA-1,subj02,0.1624920030138592,0.2138209096615357,0.38356109,0.0641779,0.0935792,0.00250845,0.37979001,0.38496519
938,NSD,MODEL_A,layer3-30,VWFA-1,subj03,0.1075587371248844,0.0867659773756517,0.256576,0.04943143,0.06959897,0.00241626,0.25286426,0.18344461
939,NSD,MODEL_A,layer3-30,VWFA-1,subj04,0.1333524026310191,0.0910367017373853,0.27190512,0.05480429,0.04123376,0.00157275,0.28120365,0.17826872
940,NSD,MODEL_A,layer3-30,VWFA-1,subj05,0.2068035207058685,0.1931970960806102,0.3990959,0.06668171,0.16798543,0.00436357,0.5471189,0.38171192
941,NSD,MODEL_A,layer3-30,VWFA-1,subj06,0.1370326868985611,0.1068825146997278,0.28758156,0.05287199,0.0858999,0.00267549,0.40328372,0.21892674
942,NSD,MODEL_A,layer3-30,VWFA-1,subj07,0.1891133117131158,0.1916587659823844,0.36626436,0.06550412,0.09639505,0.00282533,0.42928002,0.41210246
943,NSD,MODEL_A,layer3-30,VWFA-1,subj08,0.0739183956344261,0.0568207043563341,0.21471162,0.04544346,0.05050269,0.00207203,0.22489164,0.10557449
944,NSD,MODEL_A,layer3-30,PPA,subj01,0.2560783898680719,0.2322215405935148,0.45040876,0.08028953,0.196221,0.00586022,0.4535299,0.53962981
945,NSD,MODEL_A,layer3-30,PPA,subj02,0.2528912813708284,0.2603879305574792,0.51111659,0.08408398,0.24946067,0.00633676,0.53160641,0.61774783
946,NSD,MODEL_A,layer3-30,PPA,subj03,0.2129055843531523,0.2150919586143286,0.41647488,0.0737194,0.167072,0.00485508,0.42687499,0.49112018
947,NSD,MODEL_A,layer3-30,PPA,subj04,0.1873654506223113,0.2075917355895259,0.41621831,0.07522925,0.16728792,0.00508133,0.42752745,0.49178371
948,NSD,MODEL_A,layer3-30,PPA,subj05,0.2596677862270402,0.2699370950717215,0.52659227,0.08283828,0.24755438,0.00576956,0.51042335,0.62551905
949,NSD,MODEL_A,layer3-30,PPA,subj06,0.2270832654567976,0.1958899853373101,0.37893704,0.06459314,0.13515432,0.00361265,0.42827436,0.4262969
950,NSD,MODEL_A,layer3-30,PPA,subj07,0.2315309689548088,0.1954319083754111,0.42516985,0.08157017,0.17640825,0.00607655,0.42712894,0.43483169
951,NSD,MODEL_A,layer3-30,PPA,subj08,0.1873986319699296,0.1671222226661249,0.36293843,0.06808541,0.13566981,0.00438153,0.37067495,0.37571798
952,NSD,MODEL_A,layer3-30,OPA,subj01,0.2534681384755179,0.1769440368873293,0.38142017,0.06827406,0.12197809,0.00367207,0.40535782,0.3346003
953,NSD,MODEL_A,layer3-30,OPA,subj02,0.233740838029598,0.2068382860105043,0.4378802,0.07317806,0.15068729,0.00400932,0.42500277,0.41439823
954,NSD,MODEL_A,layer3-30,OPA,subj03,0.170500891975172,0.1448941528645245,0.35395518,0.06457794,0.11100358,0.0034795,0.32402526,0.30173731
955,NSD,MODEL_A,layer3-30,OPA,subj04,0.1679073134260408,0.1463181455550225,0.35125533,0.06886048,0.10763421,0.00392338,0.33625774,0.29729902
956,NSD,MODEL_A,layer3-30,OPA,subj05,0.2389947440228397,0.2371281487743569,0.50096994,0.07839802,0.20882613,0.004835,0.48123967,0.52547827
957,NSD,MODEL_A,layer3-30,OPA,subj06,0.1668448572568988,0.1324658804649801,0.32165715,0.05831512,0.08676367,0.00268112,0.30551776,0.23805656
958,NSD,MODEL_A,layer3-30,OPA,subj07,0.2172341899782544,0.1710764696308548,0.39171122,0.07374708,0.12795358,0.00430732,0.38753387,0.3295385
959,NSD,MODEL_A,layer3-30,OPA,subj08,0.1412216364670212,0.0976187802962794,0.29854149,0.05836452,0.08182441,0.00291768,0.26978836,0.20616732
960,NSD,MODEL_A,layer3-30,EBA,subj01,0.1996582394384369,0.2167088219202498,0.42389662,0.06614622,0.12914002,0.00291902,0.5022465,0.54770331
961,NSD,MODEL_A,layer3-30,EBA,subj02,0.2031052333480672,0.2465461685307531,0.43094155,0.06770718,0.14235834,0.00326888,0.42647503,0.52278071
962,NSD,MODEL_A,layer3-30,EBA,subj03,0.1963337523487336,0.1991833907408027,0.36606652,0.06082813,0.09611388,0.00246527,0.44815305,0.45943602
963,NSD,MODEL_A,layer3-30,EBA,subj04,0.1636409466946122,0.1750980825236966,0.36009169,0.0618787,0.08805423,0.00237461,0.47305638,0.44142195
964,NSD,MODEL_A,layer3-30,EBA,subj05,0.2051771848363809,0.2376290092599626,0.42594086,0.06415098,0.11968385,0.00252165,0.56411764,0.5533702
965,NSD,MODEL_A,layer3-30,EBA,subj06,0.1675176580683988,0.1480581227929443,0.32727781,0.05411717,0.06564645,0.00167283,0.36315114,0.36718842
966,NSD,MODEL_A,layer3-30,EBA,subj07,0.179980104599743,0.1879764119272281,0.37991543,0.06693322,0.10684515,0.0030521,0.48626102,0.4695755
967,NSD,MODEL_A,layer3-30,EBA,subj08,0.1368364121869343,0.1255765994140034,0.27812627,0.05426167,0.06613546,0.0022989,0.30807947,0.27931301
968,NSD,MODEL_A,layer4-1,V1v,subj01,0.1352223559753144,0.1273008454096326,0.38465721,0.055586,0.16114814,0.0030769,0.36150646,0.44656872
969,NSD,MODEL_A,layer4-1,V1v,subj02,0.1241621746568182,0.1392147698079678,0.40758831,0.05859348,0.1820216,0.00337061,0.32468117,0.49997706
970,NSD,MODEL_A,layer4-1,V1v,subj03,0.0982304402930214,0.1044983852188053,0.39318877,0.06076155,0.16076374,0.00355076,0.26784169,0.38243683
971,NSD,MODEL_A,layer4-1,V1v,subj04,0.1477734882935191,0.1329015317265998,0.39929757,0.06206292,0.17559113,0.00379337,0.38044088,0.43203457
972,NSD,MODEL_A,layer4-1,V1v,subj05,0.1307712177554897,0.1419244953864621,0.48811425,0.07313462,0.24746486,0.00518894,0.34289548,0.54681498
973,NSD,MODEL_A,layer4-1,V1v,subj06,0.12746177165522,0.1186443000709386,0.3808628,0.05816666,0.16164045,0.00341162,0.34083034,0.4008808
974,NSD,MODEL_A,layer4-1,V1v,subj07,0.1247085917943803,0.1084213786954351,0.36400998,0.0630521,0.15094862,0.00397713,0.32893844,0.37435608
975,NSD,MODEL_A,layer4-1,V1v,subj08,0.1093737787171682,0.1102581548912691,0.33218211,0.05862765,0.12547402,0.00341811,0.28718814,0.41822338
976,NSD,MODEL_A,layer4-1,V2v,subj01,0.1453700224566897,0.1365112670851049,0.34755956,0.05217081,0.13493779,0.00268459,0.32181349,0.40482527
977,NSD,MODEL_A,layer4-1,V2v,subj02,0.147232503139189,0.1711747902270908,0.38080484,0.05782523,0.16673096,0.00333984,0.3781897,0.46674922
978,NSD,MODEL_A,layer4-1,V2v,subj03,0.1265571099798994,0.125545370797548,0.35735041,0.05782675,0.14036821,0.00327939,0.30649556,0.38052813
979,NSD,MODEL_A,layer4-1,V2v,subj04,0.1645213943814855,0.1543255170570889,0.39952832,0.06179646,0.17551482,0.00379897,0.37343254,0.4494801
980,NSD,MODEL_A,layer4-1,V2v,subj05,0.1593374286626199,0.1808225621247124,0.45550406,0.06873962,0.21508092,0.0045269,0.31011526,0.55280323
981,NSD,MODEL_A,layer4-1,V2v,subj06,0.1261083640064755,0.1327137312442617,0.36216241,0.05739272,0.14237837,0.00326208,0.30072089,0.36912182
982,NSD,MODEL_A,layer4-1,V2v,subj07,0.1325060449801931,0.1306653047911531,0.38907778,0.06553327,0.16190908,0.00416319,0.35400324,0.38548523
983,NSD,MODEL_A,layer4-1,V2v,subj08,0.1266949060565629,0.1267778539457295,0.35222924,0.05974552,0.13822381,0.00355498,0.31095458,0.39308883
984,NSD,MODEL_A,layer4-1,V3v,subj01,0.1734665578162105,0.1562604660243796,0.37137004,0.05897715,0.1526739,0.00347387,0.3635784,0.38615606
985,NSD,MODEL_A,layer4-1,V3v,subj02,0.1585344068344594,0.1795983995357743,0.41009337,0.06269794,0.18597567,0.00387408,0.38504788,0.47137271
986,NSD,MODEL_A,layer4-1,V3v,subj03,0.1120431961773031,0.1025252904211631,0.33021662,0.05693749,0.12090669,0.00326957,0.2749083,0.27418365
987,NSD,MODEL_A,layer4-1,V3v,subj04,0.1394088243564567,0.1265934260586608,0.32922542,0.05698828,0.11805382,0.00322507,0.30203053,0.30213722
988,NSD,MODEL_A,layer4-1,V3v,subj05,0.1570915136081732,0.182072452216991,0.38707995,0.06468515,0.16559039,0.00415524,0.32746314,0.44091332
989,NSD,MODEL_A,layer4-1,V3v,subj06,0.1457729773294253,0.139788714598188,0.33521467,0.05548858,0.12456655,0.00310141,0.29220738,0.3237066
990,NSD,MODEL_A,layer4-1,V3v,subj07,0.1307067126069386,0.1220053957053149,0.37251259,0.06338585,0.15334134,0.00393324,0.31720279,0.34068499
991,NSD,MODEL_A,layer4-1,V3v,subj08,0.1036333391041293,0.1071296359896598,0.31758335,0.0584149,0.1113751,0.00339268,0.23455761,0.31501875
992,NSD,MODEL_A,layer4-1,hV4,subj01,0.1961927288048425,0.1670035176874139,0.35718465,0.06115715,0.14051209,0.00369997,0.35038477,0.33541536
993,NSD,MODEL_A,layer4-1,hV4,subj02,0.168029156447771,0.1772646533324306,0.4570621,0.06822646,0.22344204,0.00461587,0.39775136,0.45076643
994,NSD,MODEL_A,layer4-1,hV4,subj03,0.1270710599049899,0.1060782333296598,0.33635467,0.05997713,0.12269019,0.00360944,0.36157454,0.27228032
995,NSD,MODEL_A,layer4-1,hV4,subj04,0.1451329256595914,0.1062692824675042,0.28352872,0.05465059,0.087657,0.00295661,0.29031757,0.21244408
996,NSD,MODEL_A,layer4-1,hV4,subj05,0.1788696407451326,0.1762430309733632,0.39163197,0.06631767,0.16238277,0.00427597,0.3903954,0.38585632
997,NSD,MODEL_A,layer4-1,hV4,subj06,0.13272789956471,0.0897017737686612,0.27961767,0.05234862,0.08639481,0.00271257,0.23981851,0.18115123
998,NSD,MODEL_A,layer4-1,hV4,subj07,0.1289402355563151,0.1171391658714051,0.34245864,0.06337661,0.12866606,0.00393294,0.30672629,0.28089757
999,NSD,MODEL_A,layer4-1,hV4,subj08,0.1354332805889858,0.1313637323726671,0.33100519,0.060931,0.12099774,0.00367361,0.2659419,0.34632192
1000,NSD,MODEL_A,layer4-1,FFA-1,subj01,0.2106983475694138,0.1796537494598383,0.39380218,0.07139617,0.17263291,0.00509113,0.57990359,0.55332753
1001,NSD,MODEL_A,layer4-1,FFA-1,subj02,0.1809074757261592,0.1471762913257793,0.42732214,0.06909773,0.20119941,0.00467275,0.56271513,0.53954006
1002,NSD,MODEL_A,layer4-1,FFA-1,subj03,0.1778763296681619,0.1596380303598203,0.37240782,0.0642746,0.15870593,0.00410583,0.58358002,0.53111934
1003,NSD,MODEL_A,layer4-1,FFA-1,subj04,0.1697761129995138,0.1364264223834606,0.35574397,0.06218011,0.14230064,0.00383735,0.50347592,0.4548766
1004,NSD,MODEL_A,layer4-1,FFA-1,subj05,0.2197754646605975,0.1900846635715084,0.40733929,0.0689109,0.18464506,0.00469786,0.53605125,0.54350894
1005,NSD,MODEL_A,layer4-1,FFA-1,subj06,0.1341793753751565,0.1393833168302851,0.38437241,0.0631864,0.17183641,0.00404955,0.4414065,0.52915422
1006,NSD,MODEL_A,layer4-1,FFA-1,subj07,0.1862444262407268,0.1298372398781161,0.38008093,0.06994391,0.16436524,0.00482766,0.54989068,0.43696849
1007,NSD,MODEL_A,layer4-1,FFA-1,subj08,0.1537495104636394,0.1048744756240123,0.2972554,0.05610215,0.10246462,0.00317135,0.4364386,0.32670213
1008,NSD,MODEL_A,layer4-1,VWFA-1,subj01,0.1992238325716361,0.1471660334176814,0.34390496,0.06087764,0.12789528,0.00364298,0.4627005,0.30612297
1009,NSD,MODEL_A,layer4-1,VWFA-1,subj02,0.2085134696588635,0.2024532715019048,0.40548186,0.06755778,0.18024268,0.00452745,0.54780887,0.47058912
1010,NSD,MODEL_A,layer4-1,VWFA-1,subj03,0.1243203831199665,0.0880682412286989,0.25273278,0.04837025,0.06927447,0.00228562,0.28860651,0.20254852
1011,NSD,MODEL_A,layer4-1,VWFA-1,subj04,0.170477178829771,0.0925276675884368,0.30000329,0.06033521,0.0986335,0.00363845,0.38901396,0.21913852
1012,NSD,MODEL_A,layer4-1,VWFA-1,subj05,0.2556308238856862,0.1919588106051285,0.39370921,0.06538399,0.16921104,0.00421533,0.57076813,0.38822961
1013,NSD,MODEL_A,layer4-1,VWFA-1,subj06,0.1633065005798183,0.1045601868972671,0.28360909,0.0517523,0.08971539,0.00267826,0.42630337,0.22748262
1014,NSD,MODEL_A,layer4-1,VWFA-1,subj07,0.2512473486718311,0.2114600586981407,0.3969359,0.07042506,0.1809646,0.00496929,0.67726298,0.49191139
1015,NSD,MODEL_A,layer4-1,VWFA-1,subj08,0.1014444878847412,0.0546357021702743,0.20511533,0.0429442,0.04715463,0.0017503,0.24128697,0.10800896
1016,NSD,MODEL_A,layer4-1,PPA,subj01,0.289118726950997,0.1985347380573859,0.43167051,0.07618698,0.20075116,0.00575606,0.47223484,0.52956596
1017,NSD,MODEL_A,layer4-1,PPA,subj02,0.2658221206803542,0.2329907773919717,0.49917817,0.08168759,0.26482486,0.00659529,0.51393609,0.61402518
1018,NSD,MODEL_A,layer4-1,PPA,subj03,0.2245077732800171,0.2128318478538752,0.4011468,0.07050025,0.17343375,0.00489378,0.41528884,0.47186608
1019,NSD,MODEL_A,layer4-1,PPA,subj04,0.1982878840555912,0.1957416547927923,0.4084608,0.07356384,0.17845143,0.00535465,0.4534853,0.48991727
1020,NSD,MODEL_A,layer4-1,PPA,subj05,0.288140785087052,0.272599476751708,0.51493065,0.08050095,0.27134939,0.00620005,0.53197878,0.63352242
1021,NSD,MODEL_A,layer4-1,PPA,subj06,0.2469627534918381,0.1730555857929103,0.3620398,0.06120103,0.14339113,0.00371624,0.43630825,0.40721021
1022,NSD,MODEL_A,layer4-1,PPA,subj07,0.2400142487758257,0.1707715871393225,0.40182433,0.07662009,0.17111771,0.00578043,0.42995148,0.42843015
1023,NSD,MODEL_A,layer4-1,PPA,subj08,0.192474993139313,0.1559677468259405,0.34915012,0.06512571,0.13572441,0.00426548,0.37883153,0.36005736
1024,NSD,MODEL_A,layer4-1,OPA,subj01,0.2740502915240375,0.1617529931629998,0.34356477,0.06080668,0.12671059,0.00362157,0.38434867,0.29054642
1025,NSD,MODEL_A,layer4-1,OPA,subj02,0.2625459632913478,0.2081887271441437,0.40199822,0.06643718,0.16839929,0.00426477,0.41680341,0.3959861
1026,NSD,MODEL_A,layer4-1,OPA,subj03,0.1797247599579509,0.1475610867989023,0.33839282,0.0610446,0.11867286,0.00360233,0.318564,0.31390553
1027,NSD,MODEL_A,layer4-1,OPA,subj04,0.1815201385515014,0.1319427623403217,0.33198807,0.06470713,0.11576802,0.00414426,0.34052147,0.27966406
1028,NSD,MODEL_A,layer4-1,OPA,subj05,0.2550044991878499,0.2294868968679221,0.47488531,0.0734634,0.22099985,0.004981,0.48862582,0.51891108
1029,NSD,MODEL_A,layer4-1,OPA,subj06,0.1816036836384673,0.1156005413590749,0.29668361,0.05335766,0.09526127,0.00285034,0.29765838,0.22433246
1030,NSD,MODEL_A,layer4-1,OPA,subj07,0.2339605446259045,0.1574320906300711,0.3587856,0.06713283,0.13516168,0.00441872,0.37236336,0.30586401
1031,NSD,MODEL_A,layer4-1,OPA,subj08,0.1639196970074912,0.0949909621153287,0.27777413,0.05401237,0.08610633,0.0029278,0.26323504,0.19157428
1032,NSD,MODEL_A,layer4-1,EBA,subj01,0.2395311569510202,0.244779205822202,0.45734465,0.0712131,0.23423925,0.00502516,0.68853583,0.64794112
1033,NSD,MODEL_A,layer4-1,EBA,subj02,0.2478209092499413,0.2590885993015631,0.41424527,0.06416917,0.17619828,0.00379807,0.55399502,0.58066256
1034,NSD,MODEL_A,layer4-1,EBA,subj03,0.2280768520075927,0.2030617916012467,0.34812239,0.05708061,0.12169562,0.00297742,0.49005418,0.47843631
1035,NSD,MODEL_A,layer4-1,EBA,subj04,0.2093128220679253,0.1967113951601793,0.35711047,0.06084678,0.12353683,0.00325142,0.50317492,0.46148295
1036,NSD,MODEL_A,layer4-1,EBA,subj05,0.2584212365727185,0.2610109663025695,0.46612281,0.07039425,0.24202661,0.00492071,0.71426048,0.62996426
1037,NSD,MODEL_A,layer4-1,EBA,subj06,0.2003690055984386,0.1666040138285982,0.35083133,0.0580277,0.14207368,0.00341929,0.49724296,0.41013723
1038,NSD,MODEL_A,layer4-1,EBA,subj07,0.2386081900669131,0.2158224790706158,0.35428427,0.06125744,0.13597028,0.00361293,0.46581239,0.48622927
1039,NSD,MODEL_A,layer4-1,EBA,subj08,0.158313681591089,0.1340187853977325,0.26293674,0.05063832,0.0776468,0.002561,0.31942851,0.29268993
1040,NSD,MODEL_B,language_model-layers-3,V1v,subj01,0.0977749132347901,0.1153011772037232,0.00137585,0.000165,-5.02596572,-0.14931533,0.07697548,0.07913817
1041,NSD,MODEL_B,language_model-layers-3,V1v,subj02,0.1040461676955075,0.1375804718612143,-0.00035823,0.00010719,-4.95934702,-0.16636916,0.08120212,0.0917144
1042,NSD,MODEL_B,language_model-layers-3,V1v,subj03,0.0734372731461864,0.0875953289168307,0.00358898,0.00055641,-4.44780445,-0.14868265,0.06549628,0.06750823
1043,NSD,MODEL_B,language_model-layers-3,V1v,subj04,0.105139076731059,0.1251722755225885,-0.00437353,-0.00062606,-4.19651031,-0.15328084,0.0842847,0.08617024
1044,NSD,MODEL_B,language_model-layers-3,V1v,subj05,0.0951619039382885,0.1109967622123636,0.00059015,6.114e-05,-5.11138536,-0.15616502,0.06983696,0.07549007
1045,NSD,MODEL_B,language_model-layers-3,V1v,subj06,0.0895069225718585,0.1059588000810481,0.00369941,0.00062862,-4.33891153,-0.14023259,0.07145084,0.06691068
1046,NSD,MODEL_B,language_model-layers-3,V1v,subj07,0.0840790859219518,0.0990758360456478,0.00164752,0.00023402,-5.82267615,-0.24662989,0.06382398,0.05434247
1047,NSD,MODEL_B,language_model-layers-3,V1v,subj08,0.0706409964626616,0.0904040378540519,-0.00085703,-0.00020102,-4.46729803,-0.19730921,0.05414528,0.05368572
1048,NSD,MODEL_B,language_model-layers-3,V2v,subj01,0.1157877214779451,0.1507629315969477,0.00123532,7.718e-05,-5.19266274,-0.17992164,0.10757408,0.12569305
1049,NSD,MODEL_B,language_model-layers-3,V2v,subj02,0.1252815172884972,0.1880948524690933,-0.00311139,-0.00065866,-5.24871729,-0.19704475,0.10107837,0.13948161
1050,NSD,MODEL_B,language_model-layers-3,V2v,subj03,0.0991436580569504,0.1222032232590365,-0.00129525,-0.00016868,-4.52047491,-0.16990408,0.08212818,0.09028974
1051,NSD,MODEL_B,language_model-layers-3,V2v,subj04,0.1166646395045786,0.1528466570746759,0.00638227,0.00104986,-4.16731739,-0.13879572,0.08796481,0.10268286
