,dataset,model,layer,roi,subject,rsa,cka,pearson_r,pearson_r_nc,explained_variance,ev_nc,enc_rsa,enc_cka
1530,NSD,MODEL_B,visual-blocks-10,OPA,subj03,0.0427144779341814,0.0146599271766447,0.20936006,0.03664732,0.01041986,-0.00078609,0.20013986,0.18979534
1531,NSD,MODEL_B,visual-blocks-10,OPA,subj04,0.0514978176125267,0.0170606893396731,0.118706,0.02242018,0.0068232,-6.133e-05,0.05785839,0.06755713
1532,NSD,MODEL_B,visual-blocks-10,OPA,subj05,0.0737510854225053,0.0282141056778613,0.32634609,0.04933938,0.08900717,0.00097853,0.30889488,0.3806413
1533,NSD,MODEL_B,visual-blocks-10,OPA,subj06,0.0561750231314768,0.0174397585857469,0.18921337,0.03306433,0.00877676,-0.00060966,0.15740219,0.15639925
1534,NSD,MODEL_B,visual-blocks-10,OPA,subj07,0.0735854184643705,0.0230678913211901,0.22445503,0.04106445,-0.00191443,-0.0012195,0.22563117,0.16200643
1535,NSD,MODEL_B,visual-blocks-10,OPA,subj08,0.0427379490314427,0.0138245368711659,0.10190096,0.01931347,-0.00198658,-0.0004631,0.02167417,0.04534494
1536,NSD,MODEL_B,visual-blocks-10,EBA,subj01,0.0660020540347408,0.0269259708753375,0.20359582,0.03026495,-0.00858087,-0.00174666,0.2130972,0.22199256
1537,NSD,MODEL_B,visual-blocks-10,EBA,subj02,0.0636248842192918,0.0291161864173333,0.2100392,0.03159256,-0.01897222,-0.00222616,0.23749709,0.19698469
1538,NSD,MODEL_B,visual-blocks-10,EBA,subj03,0.0579794682193781,0.0256893039402643,0.18295226,0.02938418,0.0053665,-0.00073578,0.23931485,0.1575821
1539,NSD,MODEL_B,visual-blocks-10,EBA,subj04,0.0498367231117419,0.0173019326478568,0.17416579,0.02845992,0.01314155,-0.00052441,0.18259669,0.17670224
1540,NSD,MODEL_B,visual-blocks-10,EBA,subj05,0.0662945044872796,0.0308959783512003,0.19886357,0.0287154,-0.02364207,-0.0020227,0.19661765,0.18500907
1541,NSD,MODEL_B,visual-blocks-10,EBA,subj06,0.0522820077565424,0.0168285020316145,0.13318251,0.02102012,-0.02153707,-0.00157184,0.10962447,0.09785088
1542,NSD,MODEL_B,visual-blocks-10,EBA,subj07,0.0635128320917342,0.0249016228768245,0.15358165,0.02583043,-0.08301967,-0.00468826,0.15517546,0.11418112
1543,NSD,MODEL_B,visual-blocks-10,EBA,subj08,0.0439971093197706,0.015886559820797,0.13615108,0.02541563,-0.0181484,-0.00171276,0.11712259,0.10668587
1544,NSD,MODEL_B,visual-blocks-14,V1v,subj01,0.1474323332252369,0.0959670764998535,0.27985871,0.03933983,0.04886933,-0.00025371,0.22983371,0.34194613
1545,NSD,MODEL_B,visual-blocks-14,V1v,subj02,0.1184611440254271,0.0809973029442567,0.28284015,0.03909354,0.04582451,-0.0009226,0.20706052,0.37481069
1546,NSD,MODEL_B,visual-blocks-14,V1v,subj03,0.1068679871802638,0.0654558353583208,0.28897089,0.04372094,0.07503992,0.000853,0.15612803,0.28163983
1547,NSD,MODEL_B,visual-blocks-14,V1v,subj04,0.1241773391344313,0.0667050170905475,0.27890053,0.0413122,0.06515361,5.56e-06,0.2033182,0.32923166
1548,NSD,MODEL_B,visual-blocks-14,V1v,subj05,0.1101649397520418,0.0641855742423729,0.32888058,0.04788001,0.07213501,0.00020566,0.16009877,0.4061843
1549,NSD,MODEL_B,visual-blocks-14,V1v,subj06,0.1239874331433787,0.0719643985208594,0.27685016,0.04077522,0.058573,0.00014106,0.20701208,0.34839672
1550,NSD,MODEL_B,visual-blocks-14,V1v,subj07,0.1132149461454103,0.0733235833098583,0.23476231,0.03917997,-0.00370342,-0.00216576,0.18077339,0.23583793
1551,NSD,MODEL_B,visual-blocks-14,V1v,subj08,0.1043347352580198,0.064819263756016,0.22841138,0.03870091,0.02259967,-0.00097914,0.13163584,0.31476302
1552,NSD,MODEL_B,visual-blocks-14,V2v,subj01,0.1164941245018467,0.0770618040457901,0.2279286,0.03309951,0.00812746,-0.00148518,0.17270956,0.2607498
1553,NSD,MODEL_B,visual-blocks-14,V2v,subj02,0.1107862543202138,0.0808010572053268,0.24648901,0.0354277,0.0060439,-0.00225637,0.2085175,0.31453894
1554,NSD,MODEL_B,visual-blocks-14,V2v,subj03,0.0965273661369212,0.0643334257907472,0.26461411,0.04160322,0.061024,0.00038252,0.15524445,0.31349053
1555,NSD,MODEL_B,visual-blocks-14,V2v,subj04,0.1035500736321507,0.0591746724562696,0.26931867,0.0399173,0.0529521,-5.139e-05,0.21203555,0.32355788
1556,NSD,MODEL_B,visual-blocks-14,V2v,subj05,0.113002076919241,0.0660851266040786,0.30178891,0.04383079,0.06120081,-0.00024932,0.21425485,0.39546357
1557,NSD,MODEL_B,visual-blocks-14,V2v,subj06,0.0976832259609608,0.0672382079949629,0.24862109,0.03787595,0.04370281,-1.781e-05,0.12062574,0.2929531
1558,NSD,MODEL_B,visual-blocks-14,V2v,subj07,0.10291029158416,0.0670550709041251,0.24686422,0.04031316,0.00222795,-0.00166318,0.17319178,0.23665587
1559,NSD,MODEL_B,visual-blocks-14,V2v,subj08,0.0946301175828385,0.0596972896411098,0.22842599,0.03679568,0.02163792,-0.0010637,0.12199266,0.29299098
1560,NSD,MODEL_B,visual-blocks-14,V3v,subj01,0.1125404181844519,0.063831317000575,0.21921193,0.0336472,-0.01096854,-0.00204149,0.16272716,0.19481966
1561,NSD,MODEL_B,visual-blocks-14,V3v,subj02,0.0906222684182612,0.0529120613984511,0.25642328,0.03771112,0.01605787,-0.00168511,0.17951414,0.28698598
1562,NSD,MODEL_B,visual-blocks-14,V3v,subj03,0.0683851495752673,0.0373958987885641,0.20364216,0.03409526,-0.00138306,-0.00118131,0.10719731,0.17207443
1563,NSD,MODEL_B,visual-blocks-14,V3v,subj04,0.0793609671053877,0.0381814706929587,0.20224652,0.03396732,-0.00189704,-0.00122257,0.11089116,0.18621308
1564,NSD,MODEL_B,visual-blocks-14,V3v,subj05,0.0904285810246213,0.0488303280104454,0.23959889,0.03864754,-0.01269586,-0.00223772,0.1468913,0.27629117
1565,NSD,MODEL_B,visual-blocks-14,V3v,subj06,0.0862817574800791,0.0536771574985678,0.19886504,0.03150621,0.00045012,-0.00121384,0.11473125,0.2031629
1566,NSD,MODEL_B,visual-blocks-14,V3v,subj07,0.0825809907022615,0.0450483394619708,0.20871523,0.03398331,-0.07114564,-0.00460664,0.12470034,0.16357382
1567,NSD,MODEL_B,visual-blocks-14,V3v,subj08,0.0608372001750226,0.0386958940823372,0.18996476,0.0338122,-0.01899819,-0.0020266,0.08483432,0.21445702
1568,NSD,MODEL_B,visual-blocks-14,hV4,subj01,0.0945677061060098,0.0430497695834881,0.1917918,0.03170116,-0.03928773,-0.00308719,0.12095727,0.1498849
1569,NSD,MODEL_B,visual-blocks-14,hV4,subj02,0.0796265813692821,0.0385691490233444,0.28370876,0.04077191,0.04439308,-0.0005208,0.15599068,0.2929042
1570,NSD,MODEL_B,visual-blocks-14,hV4,subj03,0.0645714166629962,0.0271882991593162,0.20058846,0.03502191,-0.00288083,-0.00116875,0.12634144,0.16756248
1571,NSD,MODEL_B,visual-blocks-14,hV4,subj04,0.0586152048930572,0.0193671719984559,0.14195399,0.02642688,-0.04387964,-0.00294128,0.0827827,0.08365822
1572,NSD,MODEL_B,visual-blocks-14,hV4,subj05,0.0831611513526287,0.0331963930499306,0.18822804,0.03061506,-0.06475718,-0.00379933,0.08839319,0.13861153
1573,NSD,MODEL_B,visual-blocks-14,hV4,subj06,0.0586664040076588,0.0191938195669372,0.15095216,0.02719986,-0.02695277,-0.00211597,0.07580319,0.09215268
1574,NSD,MODEL_B,visual-blocks-14,hV4,subj07,0.0691280565276252,0.0368336242911581,0.18565907,0.03275559,-0.07478677,-0.00491543,0.11929797,0.13624788
1575,NSD,MODEL_B,visual-blocks-14,hV4,subj08,0.0654912194958294,0.0329000693600293,0.20666651,0.0366176,0.00230107,-0.00144378,0.07288126,0.24686834
1576,NSD,MODEL_B,visual-blocks-14,FFA-1,subj01,0.0694925061315202,0.0218731160478716,0.20928414,0.0362656,-0.02626248,-0.00302518,0.18864244,0.30082735
1577,NSD,MODEL_B,visual-blocks-14,FFA-1,subj02,0.0684195197732119,0.0233343062073569,0.25006253,0.03868454,-0.00445533,-0.00226833,0.23030647,0.32828188
1578,NSD,MODEL_B,visual-blocks-14,FFA-1,subj03,0.0576390944554399,0.0215481798808561,0.20842239,0.03386118,0.02242194,-0.00078858,0.26623094,0.31381341
1579,NSD,MODEL_B,visual-blocks-14,FFA-1,subj04,0.0612581700033214,0.0186988388051273,0.18087029,0.03028502,-0.02024082,-0.00221863,0.15191677,0.18199768
1580,NSD,MODEL_B,visual-blocks-14,FFA-1,subj05,0.0702183042066742,0.0232866006875946,0.22058001,0.03569386,-0.02482134,-0.00286124,0.20015829,0.26641219
1581,NSD,MODEL_B,visual-blocks-14,FFA-1,subj06,0.0479676752311043,0.016050920689686,0.22428665,0.0351018,-0.00828902,-0.00220751,0.13594834,0.34621169
1582,NSD,MODEL_B,visual-blocks-14,FFA-1,subj07,0.0649230176115235,0.0210326402943286,0.21310207,0.03777666,-0.06962795,-0.00526262,0.23077678,0.23629572
1583,NSD,MODEL_B,visual-blocks-14,FFA-1,subj08,0.0556409231790411,0.0168746875022585,0.16895634,0.03101522,-0.02507277,-0.00229178,0.12311501,0.15018862
1584,NSD,MODEL_B,visual-blocks-14,VWFA-1,subj01,0.0706568349498904,0.0176813758890131,0.14450022,0.02469706,-0.08019681,-0.00399769,0.1265057,0.09241227
1585,NSD,MODEL_B,visual-blocks-14,VWFA-1,subj02,0.0628519888972832,0.0229301947638436,0.22747896,0.03650916,-0.04489341,-0.00328655,0.26133893,0.24122455
1586,NSD,MODEL_B,visual-blocks-14,VWFA-1,subj03,0.0369916844424959,0.0099298902263634,0.11400081,0.0210027,-0.04489678,-0.00262597,0.05909,0.0701721
1587,NSD,MODEL_B,visual-blocks-14,VWFA-1,subj04,0.0537694109331452,0.0092234816846223,0.13954107,0.02706288,-0.03140048,-0.00243333,0.12064894,0.08296403
1588,NSD,MODEL_B,visual-blocks-14,VWFA-1,subj05,0.0837506498215418,0.0236546894035274,0.21836582,0.0346915,-0.03472839,-0.00288191,0.32858295,0.19971598
1589,NSD,MODEL_B,visual-blocks-14,VWFA-1,subj06,0.059692196473573,0.0129586408082804,0.12374451,0.02173324,-0.04675748,-0.00264391,0.15207714,0.06210486
1590,NSD,MODEL_B,visual-blocks-14,VWFA-1,subj07,0.0769812280541589,0.0316748641484069,0.22880419,0.03818633,-0.0220555,-0.00341822,0.41110668,0.34717024
1591,NSD,MODEL_B,visual-blocks-14,VWFA-1,subj08,0.0362134954561083,0.0095914573259015,0.09873117,0.02023178,-0.05313106,-0.00339044,0.0520681,0.03814805
1592,NSD,MODEL_B,visual-blocks-14,PPA,subj01,0.0904150073221598,0.0226140143671266,0.24149263,0.04118601,0.0068348,-0.00152522,0.12725468,0.29288111
1593,NSD,MODEL_B,visual-blocks-14,PPA,subj02,0.0916475158095058,0.0259866139276773,0.28501625,0.04472223,0.03022973,-0.00097453,0.13583188,0.31319246
1594,NSD,MODEL_B,visual-blocks-14,PPA,subj03,0.0686980863794703,0.0232553135896991,0.23630096,0.03999429,0.04212745,0.00020689,0.16607159,0.29472737
1595,NSD,MODEL_B,visual-blocks-14,PPA,subj04,0.0677280043036326,0.024112382679254,0.24647327,0.04256195,0.04723389,0.00036995,0.13539448,0.3416393
1596,NSD,MODEL_B,visual-blocks-14,PPA,subj05,0.0925337907387749,0.0302072313903731,0.28261603,0.04267917,0.05360628,2.584e-05,0.19589425,0.29532021
1597,NSD,MODEL_B,visual-blocks-14,PPA,subj06,0.0846407053549444,0.0229564820637789,0.20825867,0.03348556,0.02671346,-0.00034969,0.15167236,0.25033087
1598,NSD,MODEL_B,visual-blocks-14,PPA,subj07,0.0767137776696454,0.0214413357208916,0.2101865,0.03888143,-0.02822412,-0.00254986,0.13472639,0.18209447
1599,NSD,MODEL_B,visual-blocks-14,PPA,subj08,0.0619136925608437,0.0183782203904011,0.2086229,0.03730196,0.01583494,-0.00079372,0.11157482,0.2462122
1600,NSD,MODEL_B,visual-blocks-14,OPA,subj01,0.0981390035018969,0.0222422420350966,0.11920785,0.02010629,-0.07452531,-0.00368786,0.06887756,0.05046255
1601,NSD,MODEL_B,visual-blocks-14,OPA,subj02,0.0920027063353956,0.0233682014966362,0.16671456,0.02655705,-0.03943308,-0.0023614,0.09975603,0.10163307
1602,NSD,MODEL_B,visual-blocks-14,OPA,subj03,0.0564498079967139,0.0152789743620219,0.16309115,0.02835728,0.00711021,-0.00050017,0.07840855,0.13357776
1603,NSD,MODEL_B,visual-blocks-14,OPA,subj04,0.0637917828499197,0.0167440882523841,0.16966826,0.03202411,0.01321529,-0.00015852,0.11496998,0.13957604
1604,NSD,MODEL_B,visual-blocks-14,OPA,subj05,0.0918598620570179,0.0278603327182885,0.24062104,0.03616376,0.01919102,-0.00058777,0.13840407,0.20076796
1605,NSD,MODEL_B,visual-blocks-14,OPA,subj06,0.0654662847834075,0.0163076120771985,0.13848293,0.0243318,-0.01034424,-0.00102753,0.07006977,0.0676998
1606,NSD,MODEL_B,visual-blocks-14,OPA,subj07,0.0878857637219322,0.0226984013049126,0.14583865,0.02629611,-0.04414066,-0.00273559,0.08476509,0.07336627
1607,NSD,MODEL_B,visual-blocks-14,OPA,subj08,0.0520125669414655,0.0136113594226655,0.13311145,0.02479575,-0.01409534,-0.00144375,0.05086356,0.08059679
1608,NSD,MODEL_B,visual-blocks-14,EBA,subj01,0.07853492285036,0.0276483616466959,0.13535443,0.01996311,-0.04491681,-0.00230634,0.0715885,0.08368291
1609,NSD,MODEL_B,visual-blocks-14,EBA,subj02,0.0782708618497783,0.0296851842117903,0.13293043,0.02007588,-0.1033425,-0.0040971,0.06199874,0.04977688
1610,NSD,MODEL_B,visual-blocks-14,EBA,subj03,0.0729035299842948,0.0252582877562149,0.13216528,0.02063997,0.00319649,-0.00049969,0.09730742,0.10415622
1611,NSD,MODEL_B,visual-blocks-14,EBA,subj04,0.063895584261323,0.0175023764996376,0.14773473,0.02433109,0.01930242,0.00018121,0.09835966,0.10666635
1612,NSD,MODEL_B,visual-blocks-14,EBA,subj05,0.0835773246349241,0.0309923852553881,0.13361524,0.01922675,-0.03088565,-0.00170892,0.06818162,0.09737433
1613,NSD,MODEL_B,visual-blocks-14,EBA,subj06,0.0666740752564953,0.0167006860232708,0.10175902,0.01608017,-0.0011444,-0.00042083,0.04481371,0.05044741
1614,NSD,MODEL_B,visual-blocks-14,EBA,subj07,0.0786612804035947,0.0253088947375884,0.1029481,0.01669265,-0.0731185,-0.00377248,0.07403618,0.06602796
1615,NSD,MODEL_B,visual-blocks-14,EBA,subj08,0.0528899853827158,0.0147621513219267,0.10611885,0.0198308,-0.01465913,-0.00125891,0.04202535,0.05050217
1616,NSD,MODEL_B,visual-blocks-18,V1v,subj01,0.1413059300662415,0.1030733815907119,0.30344337,0.04288582,0.06602952,0.0001578,0.21630247,0.39066217
1617,NSD,MODEL_B,visual-blocks-18,V1v,subj02,0.1168118957135557,0.0895622255096282,0.29066085,0.04015039,0.01429334,-0.00233245,0.19582172,0.39783741
1618,NSD,MODEL_B,visual-blocks-18,V1v,subj03,0.104478526202158,0.0714703273374136,0.31070819,0.04690753,0.09503927,0.00128042,0.1454302,0.34829716
1619,NSD,MODEL_B,visual-blocks-18,V1v,subj04,0.1257883254156054,0.0757743620016947,0.13117409,0.01924182,-2.70698833,-0.10168521,0.07954717,0.13140886
1620,NSD,MODEL_B,visual-blocks-18,V1v,subj05,0.1119754848912779,0.0730673087889784,0.35351095,0.05159219,0.06540208,-0.00027046,0.19349863,0.48413109
1621,NSD,MODEL_B,visual-blocks-18,V1v,subj06,0.1193284639643109,0.0784199006774143,0.1230599,0.01795202,-2.67391348,-0.08789021,0.04573979,0.12219617
1622,NSD,MODEL_B,visual-blocks-18,V1v,subj07,0.1111532354339761,0.0797639621411951,0.24340883,0.04039533,-0.01839639,-0.0032157,0.18831969,0.30347414
1623,NSD,MODEL_B,visual-blocks-18,V1v,subj08,0.0997553296050579,0.0709629012900038,0.0890986,0.0145002,-3.00729966,-0.13546723,0.03635478,0.09470187
1624,NSD,MODEL_B,visual-blocks-18,V2v,subj01,0.1201162170562324,0.0867212186929759,0.26239183,0.03844263,0.03758321,-0.00066027,0.18903777,0.30593663
1625,NSD,MODEL_B,visual-blocks-18,V2v,subj02,0.1184245972027615,0.0932372553784335,0.27498954,0.03969262,0.03473072,-0.00171794,0.26952136,0.42501689
1626,NSD,MODEL_B,visual-blocks-18,V2v,subj03,0.1032308331714327,0.0727332829483611,0.26654467,0.04188902,0.04873313,-0.00021728,0.14689395,0.33998328
1627,NSD,MODEL_B,visual-blocks-18,V2v,subj04,0.1111079734452481,0.0696982904599086,0.12621172,0.01840906,-2.73630261,-0.09377012,0.06268483,0.13599369
1628,NSD,MODEL_B,visual-blocks-18,V2v,subj05,0.1184492513559044,0.0792876095091195,0.3351741,0.04894335,0.08117885,8.522e-05,0.20434809,0.48438915
1629,NSD,MODEL_B,visual-blocks-18,V2v,subj06,0.1002743416754842,0.0765631744783154,0.25231588,0.03853887,0.02481077,-0.00074849,0.15940077,0.31418458
1630,NSD,MODEL_B,visual-blocks-18,V2v,subj07,0.1053111930581589,0.076325770458415,0.25091989,0.0409344,-0.00584318,-0.00232964,0.19289335,0.28068889
1631,NSD,MODEL_B,visual-blocks-18,V2v,subj08,0.0984886904969056,0.0687194948686411,0.10183735,0.01619553,-2.84476519,-0.11688776,0.043018,0.09816096
1632,NSD,MODEL_B,visual-blocks-18,V3v,subj01,0.1261197754019036,0.0763700984711903,0.26579222,0.04106584,0.02850987,-0.00092942,0.20504006,0.28412265
1633,NSD,MODEL_B,visual-blocks-18,V3v,subj02,0.1032695703694008,0.0669145652315834,0.26414714,0.03859601,-0.04889067,-0.00466428,0.15616377,0.2746135
1634,NSD,MODEL_B,visual-blocks-18,V3v,subj03,0.0797532212399436,0.0457032628729431,0.09206421,0.01541548,-3.15945077,-0.1215962,0.04392311,0.06272478
1635,NSD,MODEL_B,visual-blocks-18,V3v,subj04,0.0895786735235384,0.04902807221481,0.09219835,0.01517425,-3.01862764,-0.11891816,0.05509863,0.06340195
1636,NSD,MODEL_B,visual-blocks-18,V3v,subj05,0.1037508927352955,0.0644238170630304,0.24908311,0.04027341,-0.05841427,-0.00437022,0.16020443,0.33375487
1637,NSD,MODEL_B,visual-blocks-18,V3v,subj06,0.0988604396196145,0.0650377364402323,0.21289992,0.03391795,-0.02548433,-0.00227468,0.15780963,0.24965924
1638,NSD,MODEL_B,visual-blocks-18,V3v,subj07,0.0921516620025175,0.0555072663707957,0.10360108,0.01706709,-3.9691775,-0.16136176,0.02606048,0.05052149
1639,NSD,MODEL_B,visual-blocks-18,V3v,subj08,0.0697783601358535,0.0477767320765184,0.08037332,0.01408997,-3.11719418,-0.13501702,0.02109208,0.05744758
1640,NSD,MODEL_B,visual-blocks-18,hV4,subj01,0.1126319113224935,0.0562686792931787,0.24417322,0.04041717,0.0208285,-0.00107477,0.1754481,0.25181728
1641,NSD,MODEL_B,visual-blocks-18,hV4,subj02,0.0944746678041118,0.052608007225077,0.31531979,0.04565752,0.03977937,-0.00107638,0.19085516,0.37400711
1642,NSD,MODEL_B,visual-blocks-18,hV4,subj03,0.0802553887869686,0.0358819576803488,0.08856097,0.01521414,-3.18513823,-0.1292515,0.03858691,0.04850892
1643,NSD,MODEL_B,visual-blocks-18,hV4,subj04,0.0742281237008708,0.028943913418461,0.06021583,0.01090271,-3.35855436,-0.15905483,0.01493982,0.02274105
1644,NSD,MODEL_B,visual-blocks-18,hV4,subj05,0.1060644921637335,0.0484436105829327,0.24070162,0.03947634,-0.02325354,-0.00254606,0.18051408,0.2299286
1645,NSD,MODEL_B,visual-blocks-18,hV4,subj06,0.0725795694140586,0.0270324137299392,0.0677093,0.0121598,-3.04002619,-0.13704526,0.01960875,0.02795254
1646,NSD,MODEL_B,visual-blocks-18,hV4,subj07,0.0807539540185678,0.0465294915650984,0.0918235,0.01627365,-4.12419348,-0.18713546,0.03995005,0.0404376
1647,NSD,MODEL_B,visual-blocks-18,hV4,subj08,0.0797564536991625,0.043537392961098,0.08010112,0.01384498,-3.16791677,-0.14246745,0.019824,0.05224295
1648,NSD,MODEL_B,visual-blocks-18,FFA-1,subj01,0.1062914499283729,0.0411492390941496,0.25159533,0.04360733,-0.03745769,-0.00427385,0.31451514,0.43370714
1649,NSD,MODEL_B,visual-blocks-18,FFA-1,subj02,0.0955699969252575,0.0389830643409965,0.1226895,0.01840216,-3.76059109,-0.14142693,0.08934554,0.13640862
1650,NSD,MODEL_B,visual-blocks-18,FFA-1,subj03,0.0937628365721345,0.0384438518982793,0.25137722,0.04125426,0.01882033,-0.00168011,0.39092765,0.48066649
1651,NSD,MODEL_B,visual-blocks-18,FFA-1,subj04,0.0882852813589003,0.0336441312953199,0.09955109,0.01616625,-2.91438842,-0.12463461,0.05446138,0.11217745
1652,NSD,MODEL_B,visual-blocks-18,FFA-1,subj05,0.1114321711526561,0.0431355801809398,0.26336434,0.04266338,-0.03821667,-0.00425968,0.30266947,0.44518484
1653,NSD,MODEL_B,visual-blocks-18,FFA-1,subj06,0.0792706192149521,0.0320755367513762,0.11699098,0.01782107,-3.03251958,-0.11828098,0.04098182,0.17466613
1654,NSD,MODEL_B,visual-blocks-18,FFA-1,subj07,0.1053310364732269,0.0358304995688425,0.09699002,0.01664053,-4.10890708,-0.19270281,0.06209336,0.09128052
1655,NSD,MODEL_B,visual-blocks-18,FFA-1,subj08,0.0818602605483367,0.0275080133610815,0.07446141,0.01316589,-3.16493988,-0.14852467,0.03706541,0.06392732
1656,NSD,MODEL_B,visual-blocks-18,VWFA-1,subj01,0.1044043511958461,0.0320450744310454,0.21946272,0.03783615,-0.01323171,-0.0018689,0.20998003,0.17240622
1657,NSD,MODEL_B,visual-blocks-18,VWFA-1,subj02,0.097936029783934,0.0427257988091594,0.11061233,0.01745345,-3.97581389,-0.15241956,0.09472732,0.09059927
1658,NSD,MODEL_B,visual-blocks-18,VWFA-1,subj03,0.0584219851705751,0.0182330157841969,0.1421674,0.02638233,-0.07603724,-0.00426251,0.08707769,0.09907659
1659,NSD,MODEL_B,visual-blocks-18,VWFA-1,subj04,0.0846854893653803,0.0179199067552121,0.06854148,0.01331991,-3.20132232,-0.15954264,0.0416822,0.03523723
1660,NSD,MODEL_B,visual-blocks-18,VWFA-1,subj05,0.1322780829587279,0.0423908932779878,0.10654333,0.01681135,-3.97350235,-0.14812843,0.1054748,0.07133963
1661,NSD,MODEL_B,visual-blocks-18,VWFA-1,subj06,0.0938063694763777,0.0245407430625327,0.18045692,0.03189478,-0.01723616,-0.00180117,0.24225283,0.16095216
1662,NSD,MODEL_B,visual-blocks-18,VWFA-1,subj07,0.1171166703712999,0.0520337910809624,0.11781499,0.01964062,-3.93602015,-0.17559812,0.12816712,0.12510838
1663,NSD,MODEL_B,visual-blocks-18,VWFA-1,subj08,0.0548197358063819,0.0150061982148,0.10269559,0.02077058,-0.11898334,-0.00716933,0.074043,0.0440663
1664,NSD,MODEL_B,visual-blocks-18,PPA,subj01,0.1279015370500465,0.0424185948068833,0.31109457,0.05321052,0.0711236,0.00057354,0.23068412,0.4753692
1665,NSD,MODEL_B,visual-blocks-18,PPA,subj02,0.1318013153680154,0.0503377971931762,0.3851169,0.06133029,0.14356977,0.00242541,0.26898316,0.56780429
1666,NSD,MODEL_B,visual-blocks-18,PPA,subj03,0.1095766003010036,0.0444821413842821,0.31381071,0.05370225,0.10137814,0.0020727,0.24115002,0.44520415
1667,NSD,MODEL_B,visual-blocks-18,PPA,subj04,0.1008067209744228,0.0436090320845278,0.26726583,0.04650074,0.03251989,-0.00053075,0.17457715,0.38194261
1668,NSD,MODEL_B,visual-blocks-18,PPA,subj05,0.1399730052808094,0.0575378227078929,0.40164186,0.06108967,0.16761484,0.0029206,0.30720277,0.58032324
1669,NSD,MODEL_B,visual-blocks-18,PPA,subj06,0.1258196813246596,0.0410169372725497,0.28228804,0.04639904,0.08028017,0.00133437,0.25068395,0.37737849
