model,layer,dataset,subject,roi,pearson_r,pearson_r_nc,explained_variance,ev_nc,enc_rsa,enc_cka
MODEL_B,language_model-layers-16,NSD,subj08,V1v,-0.00126605,-0.0002612,-21.51888275,-0.94900429,0.04744669,0.05747061
MODEL_B,language_model-layers-16,NSD,subj08,V2v,0.00211225,0.00037695,-20.89805984,-0.83828014,0.06089323,0.09360851
MODEL_B,language_model-layers-16,NSD,subj08,V3v,0.00162302,0.00049729,-21.81272125,-0.9343707,0.04901177,0.09178092
MODEL_B,language_model-layers-16,NSD,subj08,hV4,-0.00219569,-0.00049955,-21.60544777,-0.95901614,0.06394616,0.09103808
MODEL_B,language_model-layers-16,NSD,subj08,FFA-1,-0.00112999,-0.00033243,-22.9052124,-1.06325734,0.09231101,0.08462122
MODEL_B,language_model-layers-16,NSD,subj08,VWFA-1,0.0004978,7.044e-05,-23.33561516,-1.25571239,0.05387759,0.03291474
MODEL_B,language_model-layers-16,NSD,subj08,PPA,0.00071427,2.818e-05,-22.1153965,-0.99938047,0.08832154,0.10548185
MODEL_B,language_model-layers-16,NSD,subj08,OPA,0.00304748,0.00059804,-22.2956028,-1.05438888,0.09434928,0.06713731
MODEL_B,language_model-layers-16,NSD,subj08,EBA,0.0009435,0.00017141,-22.73122215,-1.10670078,0.0918477,0.09718647
MODEL_B,visual-blocks-2,NSD,subj01,V1v,0.38255976,0.0556377,0.12854189,0.0025294,0.2337774,0.40869296
MODEL_B,visual-blocks-2,NSD,subj01,V2v,0.26851277,0.04062276,0.06880256,0.00144452,0.1326661,0.24133902
MODEL_B,visual-blocks-2,NSD,subj01,V3v,0.27246981,0.04281377,0.05318617,0.00124146,0.1021773,0.21297679
MODEL_B,visual-blocks-2,NSD,subj01,hV4,0.20134628,0.03417729,0.03624464,0.00095962,0.07458637,0.12228538
MODEL_B,visual-blocks-2,NSD,subj01,FFA-1,0.16140416,0.02983513,0.02463411,0.00079306,0.087389,0.06941989
MODEL_B,visual-blocks-2,NSD,subj01,VWFA-1,0.1289117,0.02245337,0.01568367,0.00042744,0.07080164,0.04609075
MODEL_B,visual-blocks-2,NSD,subj01,PPA,0.21154844,0.03694316,0.03118544,0.00090234,0.07805151,0.11833911
MODEL_B,visual-blocks-2,NSD,subj01,OPA,0.0851435,0.0144292,0.00611329,0.00012497,0.04855362,0.02261374
MODEL_B,visual-blocks-2,NSD,subj01,EBA,0.21786748,0.03393554,0.0444399,0.00099398,0.14039853,0.14558745
MODEL_B,visual-blocks-2,NSD,subj02,V1v,0.37634299,0.05451599,0.13037437,0.00253371,0.21360456,0.41066242
MODEL_B,visual-blocks-2,NSD,subj02,V2v,0.30008649,0.04544765,0.07372739,0.00155854,0.14636688,0.30781284
MODEL_B,visual-blocks-2,NSD,subj02,V3v,0.28652327,0.04356572,0.06571216,0.00140701,0.11618809,0.25302159
MODEL_B,visual-blocks-2,NSD,subj02,hV4,0.284145,0.04207593,0.06452628,0.00133516,0.0855416,0.21111667
MODEL_B,visual-blocks-2,NSD,subj02,FFA-1,0.21392706,0.03448976,0.03874216,0.00097414,0.06652521,0.12801952
MODEL_B,visual-blocks-2,NSD,subj02,VWFA-1,0.19192216,0.031822,0.03251556,0.00084594,0.09676958,0.09874987
MODEL_B,visual-blocks-2,NSD,subj02,PPA,0.26750569,0.04286618,0.04637815,0.00112063,0.11324917,0.20876598
MODEL_B,visual-blocks-2,NSD,subj02,OPA,0.14965243,0.02454995,0.0192028,0.00047549,0.05203399,0.05312325
MODEL_B,visual-blocks-2,NSD,subj02,EBA,0.2444266,0.03820949,0.05441602,0.00123343,0.16157328,0.17493191
MODEL_B,visual-blocks-2,NSD,subj03,V1v,0.36951637,0.05768058,0.11755023,0.00269864,0.16444225,0.33464193
MODEL_B,visual-blocks-2,NSD,subj03,V2v,0.31152228,0.0508728,0.08013102,0.00194588,0.12246968,0.30984403
MODEL_B,visual-blocks-2,NSD,subj03,V3v,0.24730296,0.0428657,0.05414016,0.00152035,0.07828641,0.1605777
MODEL_B,visual-blocks-2,NSD,subj03,hV4,0.23218434,0.0413124,0.04701829,0.00140869,0.06343909,0.15268234
MODEL_B,visual-blocks-2,NSD,subj03,FFA-1,0.16534398,0.02931028,0.02303887,0.00068736,0.06885822,0.08656944
MODEL_B,visual-blocks-2,NSD,subj03,VWFA-1,0.10625669,0.02025782,0.01117822,0.00037768,0.03741036,0.03825263
MODEL_B,visual-blocks-2,NSD,subj03,PPA,0.18842788,0.0328414,0.02708688,0.00078161,0.05966992,0.10656595
MODEL_B,visual-blocks-2,NSD,subj03,OPA,0.11190452,0.02037324,0.01230365,0.00038113,0.0434849,0.03140483
MODEL_B,visual-blocks-2,NSD,subj03,EBA,0.19941653,0.03308182,0.03686425,0.00094182,0.15544588,0.13690529
MODEL_B,visual-blocks-2,NSD,subj04,V1v,0.3531588,0.05517247,0.11607682,0.00256281,0.20949253,0.32998045
MODEL_B,visual-blocks-2,NSD,subj04,V2v,0.30857888,0.04750983,0.09009076,0.00192538,0.1566214,0.29520191
MODEL_B,visual-blocks-2,NSD,subj04,V3v,0.21854196,0.03767252,0.04216141,0.00115799,0.0923571,0.13196218
MODEL_B,visual-blocks-2,NSD,subj04,hV4,0.15749057,0.03051154,0.02141536,0.00076142,0.05100431,0.05684066
MODEL_B,visual-blocks-2,NSD,subj04,FFA-1,0.16221634,0.02850573,0.02045422,0.00062635,0.05823072,0.07278494
MODEL_B,visual-blocks-2,NSD,subj04,VWFA-1,0.11724723,0.02330285,0.01241026,0.00045245,0.06827936,0.03068168
MODEL_B,visual-blocks-2,NSD,subj04,PPA,0.18432908,0.03272073,0.02844271,0.00083346,0.08926859,0.10630628
MODEL_B,visual-blocks-2,NSD,subj04,OPA,0.14521061,0.0281562,0.01475691,0.00053111,0.0609696,0.0671445
MODEL_B,visual-blocks-2,NSD,subj04,EBA,0.1843816,0.03150472,0.03074464,0.00083301,0.12069215,0.12169966
MODEL_B,visual-blocks-2,NSD,subj05,V1v,0.44197056,0.06629502,0.17158187,0.00366501,0.19608066,0.47495684
MODEL_B,visual-blocks-2,NSD,subj05,V2v,0.35634613,0.05367012,0.12108705,0.00254442,0.17879691,0.36679526
MODEL_B,visual-blocks-2,NSD,subj05,V3v,0.27186629,0.04525978,0.06606857,0.0016857,0.11097956,0.2467288
MODEL_B,visual-blocks-2,NSD,subj05,hV4,0.2141035,0.03626458,0.03905105,0.00107369,0.08297912,0.16058763
MODEL_B,visual-blocks-2,NSD,subj05,FFA-1,0.18389049,0.03124681,0.02942075,0.00079146,0.09230931,0.10401891
MODEL_B,visual-blocks-2,NSD,subj05,VWFA-1,0.19062171,0.03121636,0.03349819,0.00082233,0.14426701,0.09754339
MODEL_B,visual-blocks-2,NSD,subj05,PPA,0.25487432,0.03926761,0.04309217,0.00098429,0.0792002,0.17737626
MODEL_B,visual-blocks-2,NSD,subj05,OPA,0.20056254,0.03038854,0.02363828,0.0005176,0.07880226,0.11790559
MODEL_B,visual-blocks-2,NSD,subj05,EBA,0.23385635,0.03520059,0.04839026,0.00101536,0.16179779,0.16187837
MODEL_B,visual-blocks-2,NSD,subj06,V1v,0.36432832,0.05579156,0.12560162,0.00269656,0.23667055,0.39495187
MODEL_B,visual-blocks-2,NSD,subj06,V2v,0.3015883,0.0477296,0.07682195,0.00177046,0.14492138,0.30372874
MODEL_B,visual-blocks-2,NSD,subj06,V3v,0.23934184,0.0394791,0.04494513,0.001155,0.08260804,0.18692081
MODEL_B,visual-blocks-2,NSD,subj06,hV4,0.18084343,0.03400277,0.03014882,0.0010075,0.06761846,0.09686696
MODEL_B,visual-blocks-2,NSD,subj06,FFA-1,0.16681916,0.02710361,0.02332067,0.00056904,0.0585687,0.09378519
MODEL_B,visual-blocks-2,NSD,subj06,VWFA-1,0.12336047,0.02240616,0.01250422,0.00040092,0.07024178,0.04113242
MODEL_B,visual-blocks-2,NSD,subj06,PPA,0.18400624,0.0305435,0.02279761,0.00059188,0.0787858,0.11433404
MODEL_B,visual-blocks-2,NSD,subj06,OPA,0.13168937,0.02360644,0.01299065,0.00039947,0.05299849,0.04268728
MODEL_B,visual-blocks-2,NSD,subj06,EBA,0.16553342,0.02718864,0.02385374,0.00059305,0.08726841,0.09023365
MODEL_B,visual-blocks-2,NSD,subj07,V1v,0.34045491,0.05985669,0.10700603,0.00305322,0.17472927,0.32660615
MODEL_B,visual-blocks-2,NSD,subj07,V2v,0.32082859,0.05415579,0.08598709,0.00227733,0.15726963,0.27463387
MODEL_B,visual-blocks-2,NSD,subj07,V3v,0.26213111,0.04489578,0.06443794,0.00174633,0.0989244,0.1387165
MODEL_B,visual-blocks-2,NSD,subj07,hV4,0.22035142,0.04016697,0.04357342,0.00135119,0.08261483,0.11322466
MODEL_B,visual-blocks-2,NSD,subj07,FFA-1,0.18606078,0.03470712,0.03233448,0.00106548,0.0926862,0.08942815
MODEL_B,visual-blocks-2,NSD,subj07,VWFA-1,0.2136171,0.03800463,0.04250755,0.00121323,0.16296718,0.14476972
MODEL_B,visual-blocks-2,NSD,subj07,PPA,0.18101612,0.03415579,0.03112332,0.00101761,0.09671726,0.08166898
MODEL_B,visual-blocks-2,NSD,subj07,OPA,0.10053008,0.01829827,0.00836601,0.00023734,0.05926579,0.02876766
MODEL_B,visual-blocks-2,NSD,subj07,EBA,0.18078322,0.03146165,0.03364369,0.00086419,0.12676168,0.10566768
MODEL_B,visual-blocks-2,NSD,subj08,V1v,0.32630447,0.05790566,0.10486764,0.0029511,0.20507787,0.38659063
MODEL_B,visual-blocks-2,NSD,subj08,V2v,0.31039569,0.05304417,0.08468404,0.00225125,0.15034878,0.31925904
MODEL_B,visual-blocks-2,NSD,subj08,V3v,0.25495631,0.04710528,0.05790638,0.00184735,0.08267244,0.20685896
MODEL_B,visual-blocks-2,NSD,subj08,hV4,0.24237518,0.04478613,0.05474783,0.0017172,0.0700088,0.19109671
MODEL_B,visual-blocks-2,NSD,subj08,FFA-1,0.15113856,0.02972054,0.0222947,0.00083892,0.06800737,0.07202744
MODEL_B,visual-blocks-2,NSD,subj08,VWFA-1,0.08741708,0.01810297,0.00780138,0.00029872,0.03968775,0.02146063
MODEL_B,visual-blocks-2,NSD,subj08,PPA,0.1762069,0.03259834,0.02617916,0.0008289,0.08379918,0.08807477
MODEL_B,visual-blocks-2,NSD,subj08,OPA,0.13366358,0.02564802,0.01271862,0.00044456,0.04555383,0.05257164
MODEL_B,visual-blocks-2,NSD,subj08,EBA,0.10109816,0.0194453,0.0081674,0.00028306,0.03398575,0.03628043
MODEL_B,visual-blocks-6,NSD,subj01,V1v,0.3909754,0.05640135,0.13492332,0.0026071,0.24077649,0.41435237
MODEL_B,visual-blocks-6,NSD,subj01,V2v,0.30067326,0.04503358,0.07596911,0.0015677,0.16981413,0.3212307
MODEL_B,visual-blocks-6,NSD,subj01,V3v,0.30268732,0.04736101,0.06870449,0.00155245,0.16108581,0.27709418
MODEL_B,visual-blocks-6,NSD,subj01,hV4,0.24256547,0.04133568,0.05368458,0.00142063,0.12899225,0.16004712
MODEL_B,visual-blocks-6,NSD,subj01,FFA-1,0.18865398,0.03372061,0.02985416,0.00073442,0.09647348,0.0769593
MODEL_B,visual-blocks-6,NSD,subj01,VWFA-1,0.11917672,0.02060657,0.01033811,0.00017275,0.08009397,0.02880573
MODEL_B,visual-blocks-6,NSD,subj01,PPA,0.2519783,0.04371948,0.04794814,0.00135337,0.12057879,0.16854866
MODEL_B,visual-blocks-6,NSD,subj01,OPA,0.31416456,0.05523767,0.09634654,0.00274923,0.29476546,0.25791205
MODEL_B,visual-blocks-6,NSD,subj01,EBA,0.29943485,0.04626967,0.07829315,0.0017267,0.25143214,0.28428273
MODEL_B,visual-blocks-6,NSD,subj02,V1v,0.39681605,0.05678129,0.13971734,0.00265456,0.20620776,0.4240134
MODEL_B,visual-blocks-6,NSD,subj02,V2v,0.33445452,0.05054969,0.10212054,0.00210059,0.20029281,0.34306037
MODEL_B,visual-blocks-6,NSD,subj02,V3v,0.32311682,0.04876267,0.09205602,0.00188944,0.17449254,0.27484513
MODEL_B,visual-blocks-6,NSD,subj02,hV4,0.3456402,0.05095752,0.10012188,0.00202219,0.14300051,0.27106498
MODEL_B,visual-blocks-6,NSD,subj02,FFA-1,0.28175092,0.04508827,0.06828039,0.00161814,0.17098634,0.20992767
MODEL_B,visual-blocks-6,NSD,subj02,VWFA-1,0.25488463,0.04176621,0.05524664,0.00136367,0.18548544,0.19133215
MODEL_B,visual-blocks-6,NSD,subj02,PPA,0.32747707,0.05234971,0.07978312,0.00191456,0.16627471,0.32263373
MODEL_B,visual-blocks-6,NSD,subj02,OPA,0.36897326,0.06093903,0.1260401,0.00323712,0.33146111,0.32807435
MODEL_B,visual-blocks-6,NSD,subj02,EBA,0.31495043,0.0492471,0.09186823,0.00204628,0.27447507,0.27006682
MODEL_B,visual-blocks-6,NSD,subj03,V1v,0.36425114,0.05645883,0.11802553,0.00266198,0.17410084,0.31593318
MODEL_B,visual-blocks-6,NSD,subj03,V2v,0.32843089,0.05293328,0.0926102,0.00219566,0.15999043,0.32289805
MODEL_B,visual-blocks-6,NSD,subj03,V3v,0.28205085,0.04829823,0.06648525,0.00182082,0.12354107,0.21755027
MODEL_B,visual-blocks-6,NSD,subj03,hV4,0.27208367,0.04846751,0.06627432,0.0019801,0.13656645,0.18187836
MODEL_B,visual-blocks-6,NSD,subj03,FFA-1,0.22598317,0.03872474,0.03907692,0.00107801,0.15101948,0.20058446
MODEL_B,visual-blocks-6,NSD,subj03,VWFA-1,0.12361765,0.02318063,0.01484208,0.00046699,0.05188617,0.04208707
MODEL_B,visual-blocks-6,NSD,subj03,PPA,0.2579371,0.04482035,0.05108721,0.00144213,0.12784298,0.22232457
MODEL_B,visual-blocks-6,NSD,subj03,OPA,0.19953696,0.03581809,0.02525762,0.00078183,0.08781973,0.12173045
MODEL_B,visual-blocks-6,NSD,subj03,EBA,0.26415968,0.04340431,0.06251824,0.00156197,0.26710329,0.23909967
MODEL_B,visual-blocks-6,NSD,subj04,V1v,0.38505986,0.05961329,0.12780204,0.00276104,0.2787471,0.38346306
MODEL_B,visual-blocks-6,NSD,subj04,V2v,0.32526839,0.04965314,0.11146873,0.00231641,0.20188691,0.32056069
MODEL_B,visual-blocks-6,NSD,subj04,V3v,0.28050542,0.04835308,0.06298967,0.00173713,0.14108377,0.20657189
MODEL_B,visual-blocks-6,NSD,subj04,hV4,0.20961359,0.04017417,0.03597086,0.00124655,0.11371901,0.10942902
MODEL_B,visual-blocks-6,NSD,subj04,FFA-1,0.22278628,0.03878593,0.03585011,0.00104568,0.14052934,0.14496221
MODEL_B,visual-blocks-6,NSD,subj04,VWFA-1,0.16156608,0.03194422,0.02202502,0.000805,0.11951967,0.06379588
MODEL_B,visual-blocks-6,NSD,subj04,PPA,0.26700288,0.04714302,0.04878166,0.00144374,0.14946752,0.26149371
MODEL_B,visual-blocks-6,NSD,subj04,OPA,0.19824158,0.03827766,0.02690913,0.00096122,0.10654926,0.11973108
MODEL_B,visual-blocks-6,NSD,subj04,EBA,0.25357023,0.04264335,0.0524402,0.00137385,0.2201089,0.22583735
MODEL_B,visual-blocks-6,NSD,subj05,V1v,0.44848745,0.06681642,0.17267649,0.00362153,0.18219169,0.48600204
MODEL_B,visual-blocks-6,NSD,subj05,V2v,0.39534924,0.05871774,0.1313089,0.0026667,0.21146657,0.45586322
MODEL_B,visual-blocks-6,NSD,subj05,V3v,0.31548335,0.0519191,0.08837465,0.0021839,0.1557952,0.30187746
MODEL_B,visual-blocks-6,NSD,subj05,hV4,0.24539436,0.04122653,0.05364371,0.00140358,0.10787501,0.16435306
MODEL_B,visual-blocks-6,NSD,subj05,FFA-1,0.23674826,0.03935721,0.04756724,0.00117477,0.12657743,0.14884192
MODEL_B,visual-blocks-6,NSD,subj05,VWFA-1,0.23001559,0.03773602,0.04862021,0.00120699,0.19394628,0.14026756
MODEL_B,visual-blocks-6,NSD,subj05,PPA,0.29769224,0.04539323,0.05816273,0.00127843,0.1243934,0.23364862
MODEL_B,visual-blocks-6,NSD,subj05,OPA,0.42570052,0.0656947,0.16962372,0.0038091,0.37641717,0.44244966
MODEL_B,visual-blocks-6,NSD,subj05,EBA,0.30487631,0.0455309,0.08125235,0.00165712,0.24958097,0.28793081
MODEL_B,visual-blocks-6,NSD,subj06,V1v,0.38083705,0.05831045,0.14231913,0.00304186,0.28399141,0.40113056
MODEL_B,visual-blocks-6,NSD,subj06,V2v,0.31931406,0.05017292,0.09246134,0.00208378,0.15931926,0.33129844
MODEL_B,visual-blocks-6,NSD,subj06,V3v,0.27518743,0.04506812,0.06381854,0.00158802,0.12515185,0.21148949
MODEL_B,visual-blocks-6,NSD,subj06,hV4,0.21175264,0.03947672,0.04023388,0.00130524,0.1001373,0.11233631
MODEL_B,visual-blocks-6,NSD,subj06,FFA-1,0.2488699,0.04012122,0.04675987,0.00113507,0.10784974,0.2476491
MODEL_B,visual-blocks-6,NSD,subj06,VWFA-1,0.14075254,0.02550509,0.01787866,0.00053298,0.10445378,0.0424709
MODEL_B,visual-blocks-6,NSD,subj06,PPA,0.23733068,0.03921181,0.03809189,0.0009723,0.13716484,0.21426104
MODEL_B,visual-blocks-6,NSD,subj06,OPA,0.26454219,0.04748575,0.06959096,0.00209428,0.2146147,0.1943045
MODEL_B,visual-blocks-6,NSD,subj06,EBA,0.21573079,0.03542193,0.04270811,0.00104486,0.16627543,0.14740975
MODEL_B,visual-blocks-6,NSD,subj07,V1v,0.33715613,0.05806236,0.11240294,0.00301973,0.22055384,0.32604869
MODEL_B,visual-blocks-6,NSD,subj07,V2v,0.33024196,0.05557505,0.10488923,0.00272177,0.17747071,0.26220323
MODEL_B,visual-blocks-6,NSD,subj07,V3v,0.27668355,0.04537397,0.07270957,0.00159595,0.15360745,0.18502705
MODEL_B,visual-blocks-6,NSD,subj07,hV4,0.25599458,0.04692365,0.06321376,0.00189591,0.11402089,0.12958508
MODEL_B,visual-blocks-6,NSD,subj07,FFA-1,0.21951583,0.04073231,0.04852806,0.00143707,0.1558646,0.12503742
MODEL_B,visual-blocks-6,NSD,subj07,VWFA-1,0.26392678,0.04657522,0.06574519,0.00183676,0.28730813,0.21890548
MODEL_B,visual-blocks-6,NSD,subj07,PPA,0.23318791,0.04388662,0.04723795,0.00150297,0.10767724,0.14817116
MODEL_B,visual-blocks-6,NSD,subj07,OPA,0.20829937,0.03825823,0.03126196,0.00099722,0.09608994,0.09987662
MODEL_B,visual-blocks-6,NSD,subj07,EBA,0.25894449,0.04509584,0.0655229,0.00177325,0.25147641,0.22859969
MODEL_B,visual-blocks-6,NSD,subj08,V1v,0.33611885,0.05913709,0.10720709,0.00296357,0.23873244,0.41294675
MODEL_B,visual-blocks-6,NSD,subj08,V2v,0.33462763,0.05684488,0.10111976,0.00264339,0.18757945,0.3490204
MODEL_B,visual-blocks-6,NSD,subj08,V3v,0.29221076,0.05376687,0.0741788,0.00234528,0.13896107,0.25741678
MODEL_B,visual-blocks-6,NSD,subj08,hV4,0.28825518,0.05296417,0.0740572,0.00229035,0.1272937,0.2722364
MODEL_B,visual-blocks-6,NSD,subj08,FFA-1,0.21027601,0.0405002,0.03944048,0.00140342,0.1476144,0.12337786
MODEL_B,visual-blocks-6,NSD,subj08,VWFA-1,0.12055001,0.02517656,0.01438704,0.00057157,0.05825034,0.03421668
MODEL_B,visual-blocks-6,NSD,subj08,PPA,0.23686424,0.04376031,0.0458842,0.00144866,0.11286909,0.18874736
MODEL_B,visual-blocks-6,NSD,subj08,OPA,0.17712149,0.0338381,0.02210606,0.00076318,0.07838512,0.08417654
MODEL_B,visual-blocks-6,NSD,subj08,EBA,0.20884512,0.04029399,0.04321666,0.00145644,0.1621399,0.16103927
MODEL_B,visual-blocks-10,NSD,subj01,V1v,0.25331697,0.03542399,0.0254998,-0.00078936,0.21114998,0.30590387
MODEL_B,visual-blocks-10,NSD,subj01,V2v,0.33393163,0.0492161,0.09322513,0.00042171,0.3853575,0.41082028
MODEL_B,visual-blocks-10,NSD,subj01,V3v,0.15388796,0.0233643,-0.08081718,-0.00379045,0.09519383,0.10094956
MODEL_B,visual-blocks-10,NSD,subj01,hV4,0.12470423,0.02030847,-0.06930685,-0.00359665,0.06302054,0.0770391
MODEL_B,visual-blocks-10,NSD,subj01,FFA-1,0.11001735,0.01907064,-0.10734425,-0.00564258,0.06288492,0.06905745
MODEL_B,visual-blocks-10,NSD,subj01,VWFA-1,0.05873666,0.01007577,-0.15704006,-0.00624671,0.03662717,0.01323786
MODEL_B,visual-blocks-10,NSD,subj01,PPA,0.13306007,0.0227714,-0.10599776,-0.00497807,0.05876682,0.06836172
MODEL_B,visual-blocks-10,NSD,subj01,OPA,0.20769186,0.03569033,-0.0195826,-0.0021222,0.2083437,0.1671172
MODEL_B,visual-blocks-10,NSD,subj01,EBA,0.20359582,0.03026495,-0.00858087,-0.00174666,0.2130972,0.22199256
MODEL_B,visual-blocks-10,NSD,subj02,V1v,0.22706173,0.03069374,-0.01223467,-0.00251807,0.14957463,0.2647425
MODEL_B,visual-blocks-10,NSD,subj02,V2v,0.18181135,0.025929,-0.06477844,-0.00414268,0.13792044,0.21723276
MODEL_B,visual-blocks-10,NSD,subj02,V3v,0.17606582,0.02574675,-0.07614036,-0.00438848,0.0699743,0.12750576
MODEL_B,visual-blocks-10,NSD,subj02,hV4,0.1828039,0.02610934,-0.03810459,-0.00235103,0.09670275,0.11278914
MODEL_B,visual-blocks-10,NSD,subj02,FFA-1,0.13427844,0.02081931,-0.09660882,-0.00424839,0.0871166,0.07068438
MODEL_B,visual-blocks-10,NSD,subj02,VWFA-1,0.13107483,0.02102182,-0.09625849,-0.00447504,0.09588159,0.0671647
MODEL_B,visual-blocks-10,NSD,subj02,PPA,0.15579907,0.02402285,-0.03790596,-0.00246256,0.0577959,0.11173239
MODEL_B,visual-blocks-10,NSD,subj02,OPA,0.26941497,0.04351461,0.03770073,-0.00024658,0.26687766,0.2591084
MODEL_B,visual-blocks-10,NSD,subj02,EBA,0.2100392,0.03159256,-0.01897222,-0.00222616,0.23749709,0.19698469
MODEL_B,visual-blocks-10,NSD,subj03,V1v,0.23535354,0.03462741,0.05282211,0.00039873,0.15049431,0.2275362
MODEL_B,visual-blocks-10,NSD,subj03,V2v,0.21215531,0.03250866,0.03258995,-0.00027363,0.13606366,0.21605176
MODEL_B,visual-blocks-10,NSD,subj03,V3v,0.19550645,0.03261916,0.01802175,-0.00032131,0.09434007,0.15301029
MODEL_B,visual-blocks-10,NSD,subj03,hV4,0.1384251,0.02350152,-0.02883677,-0.00188619,0.09677423,0.06177225
MODEL_B,visual-blocks-10,NSD,subj03,FFA-1,0.12942696,0.02131894,-0.02316038,-0.00173339,0.0721305,0.09347811
MODEL_B,visual-blocks-10,NSD,subj03,VWFA-1,0.06233514,0.01185795,-0.07905921,-0.00342962,0.02179899,0.01311242
MODEL_B,visual-blocks-10,NSD,subj03,PPA,0.13907251,0.02290036,-0.00678218,-0.00117802,0.05305373,0.11072178
MODEL_B,visual-blocks-10,NSD,subj03,OPA,0.20936006,0.03664732,0.01041986,-0.00078609,0.20013986,0.18979534
MODEL_B,visual-blocks-10,NSD,subj03,EBA,0.18295226,0.02938418,0.0053665,-0.00073578,0.23931485,0.1575821
MODEL_B,visual-blocks-10,NSD,subj04,V1v,0.28404742,0.04230252,0.08831172,0.00114387,0.24958146,0.28713108
MODEL_B,visual-blocks-10,NSD,subj04,V2v,0.24990167,0.03681574,0.06515998,0.00070094,0.20893597,0.27584441
MODEL_B,visual-blocks-10,NSD,subj04,V3v,0.18281305,0.03050629,0.02270027,1.856e-05,0.14805793,0.14585167
MODEL_B,visual-blocks-10,NSD,subj04,hV4,0.10416819,0.01927709,-0.03020937,-0.00183729,0.0723957,0.04163203
MODEL_B,visual-blocks-10,NSD,subj04,FFA-1,0.13662472,0.02316996,-0.0019286,-0.00076875,0.06669982,0.09689834
MODEL_B,visual-blocks-10,NSD,subj04,VWFA-1,0.08943669,0.0172635,-0.02588031,-0.00169864,0.06105906,0.02363488
MODEL_B,visual-blocks-10,NSD,subj04,PPA,0.18392505,0.03163394,0.02748228,0.0002458,0.10274302,0.17576
MODEL_B,visual-blocks-10,NSD,subj04,OPA,0.118706,0.02242018,0.0068232,-6.133e-05,0.05785839,0.06755713
MODEL_B,visual-blocks-10,NSD,subj04,EBA,0.17416579,0.02845992,0.01314155,-0.00052441,0.18259669,0.17670224
MODEL_B,visual-blocks-10,NSD,subj05,V1v,0.27576798,0.04054847,-0.00202261,-0.00136045,0.11040399,0.25215523
MODEL_B,visual-blocks-10,NSD,subj05,V2v,0.25275584,0.03668885,-0.00301242,-0.00173278,0.12863882,0.2694899
MODEL_B,visual-blocks-10,NSD,subj05,V3v,0.19224781,0.03102224,-0.05398979,-0.00301295,0.10008011,0.15484709
MODEL_B,visual-blocks-10,NSD,subj05,hV4,0.11422984,0.01872185,-0.12155193,-0.00497741,0.04727289,0.05892782
MODEL_B,visual-blocks-10,NSD,subj05,FFA-1,0.12425688,0.02014952,-0.08810133,-0.00447892,0.04860126,0.0786005
MODEL_B,visual-blocks-10,NSD,subj05,VWFA-1,0.12521794,0.02007759,-0.08110398,-0.00368715,0.09970833,0.06065733
MODEL_B,visual-blocks-10,NSD,subj05,PPA,0.366733,0.055428,0.12128156,0.00131172,0.35699038,0.55057633
MODEL_B,visual-blocks-10,NSD,subj05,OPA,0.32634609,0.04933938,0.08900717,0.00097853,0.30889488,0.3806413
MODEL_B,visual-blocks-10,NSD,subj05,EBA,0.19886357,0.0287154,-0.02364207,-0.0020227,0.19661765,0.18500907
MODEL_B,visual-blocks-10,NSD,subj06,V1v,0.2642616,0.03873805,0.06623147,0.0005517,0.24291149,0.3020273
MODEL_B,visual-blocks-10,NSD,subj06,V2v,0.24295151,0.03749053,0.05121368,0.00054916,0.14418629,0.25749072
MODEL_B,visual-blocks-10,NSD,subj06,V3v,0.16643672,0.02636912,0.00568417,-0.00054071,0.05582223,0.1486243
MODEL_B,visual-blocks-10,NSD,subj06,hV4,0.12646811,0.02306246,-0.01661051,-0.0013551,0.06399317,0.07154514
MODEL_B,visual-blocks-10,NSD,subj06,FFA-1,0.15467589,0.02415426,-0.00809323,-0.00131393,0.08246417,0.1453379
MODEL_B,visual-blocks-10,NSD,subj06,VWFA-1,0.0761827,0.0133884,-0.04691922,-0.00226306,0.05822286,0.02494896
MODEL_B,visual-blocks-10,NSD,subj06,PPA,0.12174208,0.01972982,-0.00949135,-0.00086749,0.05196443,0.07665837
MODEL_B,visual-blocks-10,NSD,subj06,OPA,0.18921337,0.03306433,0.00877676,-0.00060966,0.15740219,0.15639925
MODEL_B,visual-blocks-10,NSD,subj06,EBA,0.13318251,0.02102012,-0.02153707,-0.00157184,0.10962447,0.09785088
MODEL_B,visual-blocks-10,NSD,subj07,V1v,0.20477504,0.0339382,-0.02273018,-0.00255018,0.16535706,0.2095297
MODEL_B,visual-blocks-10,NSD,subj07,V2v,0.20974519,0.03448861,-0.02668279,-0.00241094,0.14574466,0.16949472
MODEL_B,visual-blocks-10,NSD,subj07,V3v,0.18964476,0.03055045,-0.0319475,-0.00280969,0.14858465,0.14878217
MODEL_B,visual-blocks-10,NSD,subj07,hV4,0.14335178,0.02486145,-0.07216071,-0.00445996,0.0880931,0.09707181
MODEL_B,visual-blocks-10,NSD,subj07,FFA-1,0.12867662,0.02242678,-0.07347761,-0.00444054,0.10135904,0.08048407
MODEL_B,visual-blocks-10,NSD,subj07,VWFA-1,0.16108783,0.02689692,-0.04682267,-0.00343373,0.22328891,0.14818722
MODEL_B,visual-blocks-10,NSD,subj07,PPA,0.13230114,0.02378702,-0.07019787,-0.00429476,0.0472952,0.09342506
