model,layer,dataset,subject,roi,dim,pearson_r,pearson_r_nc,ev,ev_nc
MODEL_A,layer4-1,TVSD,monkeyN,IT,60,0.47955671,0.04970642,0.20301343,0.00218107
MODEL_A,layer4-1,TVSD,monkeyN,IT,61,0.48774209,0.04913293,0.23761106,0.00241119
MODEL_A,layer4-1,TVSD,monkeyN,IT,62,0.38110035,0.03844259,0.14303341,0.00145541
MODEL_A,layer4-1,TVSD,monkeyN,IT,63,0.44720516,0.04532228,0.19343037,0.00198671
MODEL_A,layer4-1,TVSD,monkeyN,IT,64,0.17177379,0.01821012,-0.00338132,-3.8e-05
MODEL_A,layer4-1,TVSD,monkeyN,IT,65,0.45383777,0.04569426,0.19901905,0.00201751
MODEL_A,layer4-1,TVSD,monkeyN,IT,66,0.45469575,0.04580214,0.20647065,0.00209502
MODEL_A,layer4-1,TVSD,monkeyN,IT,67,0.37844758,0.0380279,0.12325789,0.00124454
MODEL_A,layer4-1,TVSD,monkeyN,IT,68,0.23493655,0.02378933,0.05284651,0.00054185
MODEL_A,layer4-1,TVSD,monkeyN,IT,69,0.27631055,0.0280953,0.06196242,0.00064062
MODEL_A,layer4-1,TVSD,monkeyN,IT,70,0.2579659,0.02602855,0.06532698,0.00066507
MODEL_A,layer4-1,TVSD,monkeyN,IT,71,0.4512171,0.04546552,0.1963423,0.00199346
MODEL_A,layer4-1,TVSD,monkeyN,IT,72,0.33187669,0.03353809,0.10749032,0.00109772
MODEL_A,layer4-1,TVSD,monkeyN,IT,73,0.54484244,0.0568677,0.27447847,0.00299018
MODEL_A,layer4-1,TVSD,monkeyN,IT,74,0.23089719,0.02322121,0.04747543,0.00048018
MODEL_A,layer4-1,TVSD,monkeyN,IT,75,0.44773896,0.04626163,0.1965641,0.00209844
MODEL_A,layer4-1,TVSD,monkeyN,IT,76,0.34881288,0.03738763,0.10729296,0.00123266
MODEL_A,layer4-1,TVSD,monkeyN,IT,77,0.31288779,0.03233492,0.05820025,0.00062157
MODEL_A,layer4-1,TVSD,monkeyN,IT,78,0.63888754,0.06419238,0.4061055,0.00409975
MODEL_A,layer4-1,TVSD,monkeyN,IT,79,0.72395611,0.07286239,0.52378726,0.00530563
MODEL_A,layer4-1,TVSD,monkeyN,IT,80,0.6189414,0.06216482,0.38288342,0.0038624
MODEL_A,layer4-1,TVSD,monkeyN,IT,81,0.63260799,0.06347189,0.39986343,0.00402536
MODEL_A,layer4-1,TVSD,monkeyN,IT,82,0.66846838,0.0671355,0.4467716,0.00450638
MODEL_A,layer4-1,TVSD,monkeyN,IT,83,0.71856277,0.07212323,0.51629304,0.00520136
MODEL_A,layer4-1,TVSD,monkeyN,IT,84,0.7785635,0.07923935,0.59522407,0.00616558
MODEL_A,layer4-1,TVSD,monkeyN,IT,85,0.58267739,0.05859275,0.30892859,0.00312384
MODEL_A,layer4-1,TVSD,monkeyN,IT,86,0.52604858,0.05295,0.26197255,0.00265421
MODEL_A,layer4-1,TVSD,monkeyN,IT,87,0.56565003,0.05698072,0.31890473,0.00323609
MODEL_A,layer4-1,TVSD,monkeyN,IT,88,0.60417197,0.06081611,0.36099319,0.00365776
MODEL_A,layer4-1,TVSD,monkeyN,IT,89,0.6219251,0.06258499,0.38354868,0.00388405
MODEL_A,layer4-1,TVSD,monkeyN,IT,90,0.74109897,0.07439888,0.54699557,0.0055127
MODEL_A,layer4-1,TVSD,monkeyN,IT,91,0.83006184,0.08330991,0.68879504,0.00693845
MODEL_A,layer4-1,TVSD,monkeyN,IT,92,0.84790825,0.08526456,0.71497062,0.00722982
MODEL_A,layer4-1,TVSD,monkeyN,IT,93,0.48116868,0.04840937,0.16677328,0.00168807
MODEL_A,layer4-1,TVSD,monkeyN,IT,94,0.66082242,0.06636653,0.43644227,0.00440205
MODEL_A,layer4-1,TVSD,monkeyN,IT,95,0.62756368,0.06322609,0.39362938,0.00399544
MODEL_A,layer4-1,TVSD,monkeyN,IT,96,0.64166103,0.06461546,0.41166486,0.00417451
MODEL_A,layer4-1,TVSD,monkeyN,IT,97,0.62849625,0.06312001,0.39405546,0.00397453
MODEL_A,layer4-1,TVSD,monkeyN,IT,98,0.73650215,0.0739813,0.54243489,0.00547323
MODEL_A,layer4-1,TVSD,monkeyN,IT,99,0.85675928,0.08617215,0.73301695,0.00741533
MODEL_A,layer4-1,TVSD,monkeyN,IT,100,0.84033392,0.08712909,0.70268429,0.0075541
MODEL_A,layer4-1,TVSD,monkeyN,IT,101,0.58100131,0.05836673,0.32075229,0.00323703
MODEL_A,layer4-1,TVSD,monkeyN,IT,102,0.79267057,0.07986168,0.62822376,0.00637684
MODEL_A,layer4-1,TVSD,monkeyN,IT,103,0.59510781,0.05974514,0.35215027,0.00354929
MODEL_A,layer4-1,TVSD,monkeyN,IT,104,0.60713414,0.06098471,0.36541604,0.00368689
MODEL_A,layer4-1,TVSD,monkeyN,IT,105,0.68530418,0.06885621,0.44811412,0.00452385
MODEL_A,layer4-1,TVSD,monkeyN,IT,106,0.83999848,0.08447449,0.70400957,0.00711988
MODEL_A,layer4-1,TVSD,monkeyN,IT,107,0.87654118,0.08836098,0.76740878,0.00779836
MODEL_A,layer4-1,TVSD,monkeyN,IT,108,0.79874548,0.08010152,0.63646657,0.00640089
MODEL_A,layer4-1,TVSD,monkeyN,IT,109,0.80448716,0.08069155,0.64567254,0.00649576
MODEL_A,layer4-1,TVSD,monkeyN,IT,110,0.73330722,0.07355886,0.5377018,0.00541053
MODEL_A,layer4-1,TVSD,monkeyN,IT,111,0.78476793,0.07875454,0.61493887,0.00619299
MODEL_A,layer4-1,TVSD,monkeyN,IT,112,0.75026722,0.07537169,0.56263471,0.0056782
MODEL_A,layer4-1,TVSD,monkeyN,IT,113,0.83934643,0.08427729,0.70355807,0.00709314
MODEL_A,layer4-1,TVSD,monkeyN,IT,114,0.85432921,0.08618131,0.72792782,0.00740737
MODEL_A,layer4-1,TVSD,monkeyN,IT,115,0.88497566,0.08913002,0.78056234,0.00791759
MODEL_A,layer4-1,TVSD,monkeyN,IT,116,0.7873057,0.07893927,0.61411312,0.00617373
MODEL_A,layer4-1,TVSD,monkeyN,IT,117,0.81417735,0.08186914,0.66282228,0.00670192
MODEL_A,layer4-1,TVSD,monkeyN,IT,118,0.78798276,0.07918384,0.62088382,0.00626975
MODEL_A,layer4-1,TVSD,monkeyN,IT,119,0.81170895,0.08147367,0.65881635,0.0066374
MODEL_A,layer4-1,TVSD,monkeyN,IT,120,0.77405811,0.07764958,0.59582021,0.00599579
MODEL_A,layer4-1,TVSD,monkeyN,IT,121,0.80471485,0.08074466,0.64468726,0.00649072
MODEL_A,layer4-1,TVSD,monkeyN,IT,122,0.85310372,0.08588205,0.7277019,0.00737487
MODEL_A,layer4-1,TVSD,monkeyN,IT,123,0.87935882,0.0889055,0.76627539,0.00783267
MODEL_A,layer4-1,TVSD,monkeyN,IT,124,0.79126118,0.0796475,0.62184292,0.00630065
MODEL_A,layer4-1,TVSD,monkeyN,IT,125,0.82261336,0.08308715,0.67440773,0.00688016
MODEL_A,layer4-1,TVSD,monkeyN,IT,126,0.82696252,0.08303395,0.68366605,0.00689261
MODEL_A,layer4-1,TVSD,monkeyN,IT,127,0.77013903,0.07723207,0.59291397,0.00596278
MODEL_A,layer4-1,TVSD,monkeyN,IT,128,0.75329173,0.07554753,0.56667254,0.00569962
MODEL_A,layer4-1,TVSD,monkeyN,IT,129,0.80489306,0.08228881,0.64782673,0.00677118
MODEL_A,layer4-1,TVSD,monkeyN,IT,130,0.75116179,0.07633868,0.52328792,0.00540459
MODEL_A,layer4-1,TVSD,monkeyN,IT,131,0.83341127,0.08467898,0.69372787,0.00716179
MODEL_A,layer4-1,TVSD,monkeyN,IT,132,0.79418728,0.07976213,0.62710408,0.00632539
MODEL_A,layer4-1,TVSD,monkeyN,IT,133,0.72731033,0.07296947,0.5269649,0.00530426
MODEL_A,layer4-1,TVSD,monkeyN,IT,134,0.74464299,0.07475469,0.55249339,0.00556811
MODEL_A,layer4-1,TVSD,monkeyN,IT,135,0.73251027,0.07363255,0.51055338,0.00515886
MODEL_A,layer4-1,TVSD,monkeyN,IT,136,0.83291439,0.08392101,0.69277302,0.00703285
MODEL_A,layer4-1,TVSD,monkeyN,IT,137,0.83106543,0.08531358,0.67584513,0.00712218
MODEL_A,layer4-1,TVSD,monkeyN,IT,138,0.85337595,0.08620537,0.72817651,0.00743061
MODEL_A,layer4-1,TVSD,monkeyN,IT,139,0.78827108,0.07933957,0.62123339,0.00629337
MODEL_A,layer4-1,TVSD,monkeyN,IT,140,0.70061548,0.07085581,0.48329767,0.00494318
MODEL_A,layer4-1,TVSD,monkeyN,IT,141,0.70796293,0.0712094,0.50088887,0.00506751
MODEL_A,layer4-1,TVSD,monkeyN,IT,142,0.73859816,0.07414383,0.53469971,0.0053882
MODEL_A,layer4-1,TVSD,monkeyN,IT,143,0.76188219,0.07653948,0.58015711,0.00585519
MODEL_A,layer4-1,TVSD,monkeyN,IT,144,0.85882921,0.08697491,0.73758647,0.00756462
MODEL_A,layer4-1,TVSD,monkeyN,IT,145,0.66527271,0.06716101,0.43159583,0.00439858
MODEL_A,layer4-1,TVSD,monkeyN,IT,146,0.69081581,0.06958257,0.47058462,0.00477435
MODEL_A,layer4-1,TVSD,monkeyN,IT,147,0.73519375,0.07409089,0.53796118,0.00546358
MODEL_A,layer4-1,TVSD,monkeyN,IT,148,0.74065115,0.07457085,0.53620278,0.0054355
MODEL_A,layer4-1,TVSD,monkeyN,IT,149,0.79970157,0.08043199,0.63927205,0.00646677
MODEL_A,layer4-1,TVSD,monkeyN,IT,150,0.76802495,0.07754745,0.58932951,0.00600818
MODEL_A,layer4-1,TVSD,monkeyN,IT,151,0.80741521,0.08324128,0.63907035,0.00679254
MODEL_A,layer4-1,TVSD,monkeyN,IT,152,0.77507419,0.08252957,0.59826994,0.00678312
MODEL_A,layer4-1,TVSD,monkeyN,IT,153,0.79131196,0.08044564,0.62617454,0.0064715
MODEL_A,layer4-1,TVSD,monkeyN,IT,154,0.77415207,0.07882627,0.5970508,0.00619014
MODEL_A,layer4-1,TVSD,monkeyN,IT,155,0.82734089,0.08365304,0.68405891,0.00699339
MODEL_A,layer4-1,TVSD,monkeyN,IT,156,0.75729362,0.07795482,0.57346339,0.00607663
MODEL_A,layer4-1,TVSD,monkeyN,IT,157,0.79938452,0.08329719,0.61867701,0.00671759
MODEL_A,layer4-1,TVSD,monkeyN,IT,158,0.80110384,0.08454566,0.64035404,0.00713223
MODEL_A,layer4-1,TVSD,monkeyN,IT,159,0.6831962,0.06913123,0.45212783,0.00462934
MODEL_A,layer4-1,TVSD,monkeyN,IT,160,0.71782996,0.07490971,0.51527884,0.00561145
MODEL_A,layer4-1,TVSD,monkeyN,IT,161,0.74891017,0.07538211,0.56030272,0.00567675
MODEL_A,layer4-1,TVSD,monkeyN,IT,162,0.76895344,0.07801113,0.59115388,0.00608434
MODEL_A,layer4-1,TVSD,monkeyN,IT,163,0.80196548,0.08264488,0.64120724,0.00680956
MODEL_A,layer4-1,TVSD,monkeyN,IT,164,0.72456934,0.07518078,0.51142959,0.00550604
MODEL_A,layer4-1,TVSD,monkeyN,IT,165,0.70730099,0.07710225,0.47768031,0.00567627
MODEL_A,layer4-1,TVSD,monkeyN,IT,166,0.75316774,0.07672088,0.56725953,0.00588607
MODEL_A,layer4-1,TVSD,monkeyN,IT,167,0.77392755,0.08661973,0.5866705,0.00734898
MODEL_A,layer4-1,TVSD,monkeyN,IT,168,0.749455,0.0763593,0.56168278,0.00583074
MODEL_A,layer4-1,TVSD,monkeyN,IT,169,0.6868117,0.07158368,0.44183138,0.00479965
MODEL_A,layer4-1,TVSD,monkeyN,IT,170,0.67772908,0.07638716,0.42582568,0.00540954
MODEL_A,layer4-1,TVSD,monkeyN,IT,171,0.79180297,0.08374772,0.61391883,0.00686788
MODEL_A,layer4-1,TVSD,monkeyN,IT,172,0.7671707,0.07809474,0.58853234,0.0060986
MODEL_A,layer4-1,TVSD,monkeyN,IT,173,0.58552439,0.06093388,0.32764809,0.00354842
MODEL_A,layer4-1,TVSD,monkeyN,IT,174,0.77073834,0.07866286,0.59241479,0.00617094
MODEL_A,layer4-1,TVSD,monkeyN,IT,175,0.76883139,0.08215192,0.56571881,0.00645913
MODEL_A,layer4-1,TVSD,monkeyN,IT,176,0.76807147,0.07840421,0.58964849,0.00614425
MODEL_A,layer4-1,TVSD,monkeyN,IT,177,0.71799024,0.07426929,0.51182286,0.00547648
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,0,0.04390268,0.00444609,2e-08,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,1,-0.23348181,-0.02371928,-1.1e-07,-0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,2,-0.06036372,-0.00611312,-1e-08,-0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,3,-0.1415881,-0.01438432,-9e-08,-0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,4,0.10124572,0.01041922,9e-08,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,5,0.14124652,0.01490259,1.2e-07,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,6,0.20323311,0.02086708,3e-08,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,7,0.26117157,0.02782912,5e-08,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,8,-0.08748247,-0.00892275,-2e-08,-0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,9,-0.05004566,-0.00508832,-2e-08,-0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,10,-0.07441818,-0.00753997,-2e-08,-0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,11,-0.12586224,-0.01276491,-5e-08,-0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,12,0.01496037,0.0015195,1e-08,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,13,0.07797019,0.00806979,4e-08,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,14,0.05975344,0.00637817,5e-08,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,15,0.24277435,0.02613262,1.4e-07,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,16,-0.23812351,-0.02450627,-2e-08,-0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,17,0.00084852,8.878e-05,0.0,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,18,0.04364732,0.00443892,1e-08,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,19,0.17233052,0.01750951,8e-08,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,20,0.22616456,0.02289666,6e-08,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,21,0.10708293,0.01108493,7e-08,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,22,0.09053116,0.00933608,2e-08,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,23,0.04153637,0.00452817,3e-08,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,24,-0.2324899,-0.02387914,-8e-08,-0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,25,-0.12216702,-0.01232238,-2e-08,-0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,26,0.28786235,0.02902728,6e-08,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,27,0.28496718,0.02929633,1e-07,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,28,0.33020319,0.0338716,7e-08,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,29,0.28273826,0.02928731,1.4e-07,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,30,0.0536195,0.00580049,5e-08,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,31,0.33129674,0.03344267,1e-08,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,32,0.18134546,0.01832874,1e-08,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,33,-0.05469666,-0.00551576,-1e-08,-0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,34,0.38420078,0.03882293,1.2e-07,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,35,0.33833934,0.03499319,8e-08,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,36,0.30439191,0.03181553,1.1e-07,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,37,0.11635134,0.01216887,1e-07,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,38,0.26854668,0.02744158,2e-08,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,39,0.37412596,0.03762567,3e-08,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,40,0.18651942,0.01889452,1e-08,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,41,0.23078448,0.02429698,9e-08,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,42,0.0788746,0.00852076,6e-08,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,43,0.14193107,0.01461214,1e-07,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,44,0.23438301,0.02374302,0.0,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,45,-0.12495457,-0.01262175,-3e-08,-0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,46,0.10102269,0.01139323,7e-08,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,47,-0.12395456,-0.01277208,-2e-08,-0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,48,-0.10049423,-0.01029884,-1e-08,-0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,49,0.65664157,0.06823575,2e-08,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,50,0.22676073,0.02306928,1.7e-07,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,51,-0.18671925,-0.01888115,-5e-08,-0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,52,-0.24401561,-0.02582876,-6e-08,-0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,53,-0.18506888,-0.01914155,-8e-08,-0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,54,-0.19339342,-0.01993739,-6e-08,-0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,55,-0.11049664,-0.01126915,-2e-08,-0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,56,0.16748976,0.01697806,8e-08,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,57,0.11633478,0.0117673,6e-08,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,58,0.25826673,0.0266949,2e-08,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,59,-0.07539027,-0.00764021,-1e-08,-0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,60,0.28424536,0.02876667,1e-08,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,61,-0.01248305,-0.00125431,-0.0,-0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,62,0.22640964,0.02286863,1e-08,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,63,-0.03613714,-0.00363526,-0.0,-0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,64,0.27040082,0.02740601,3e-08,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,65,-0.05173046,-0.00522774,-1e-08,-0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,66,0.19113519,0.0194048,1e-08,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,67,0.06906525,0.00700346,0.0,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,68,0.14419057,0.01474783,1e-08,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,69,0.35103534,0.03712578,2e-08,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,70,-0.10584676,-0.01095805,-2e-08,-0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,71,-0.05053533,-0.00516765,-0.0,-0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,72,-0.14978008,-0.01512563,-2e-08,-0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,73,-0.03185197,-0.00319856,-1e-08,-0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,74,0.47981684,0.0491335,3e-08,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,75,0.47041664,0.05009366,3e-08,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,76,-0.19705427,-0.02122073,-2e-08,-0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,77,-0.03289406,-0.00341731,-1e-08,-0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,78,-0.17518354,-0.01839221,-5e-08,-0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,79,-0.04013268,-0.00403268,-1e-08,-0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,80,0.35046124,0.03556847,4e-08,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,81,0.29079007,0.03033558,6e-08,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,82,0.19595832,0.02081314,1e-08,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,83,0.32540265,0.03320021,2e-08,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,84,0.21346882,0.02369014,1e-08,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,85,0.03559705,0.00380682,0.0,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,86,-0.07363304,-0.00830323,-0.0,-0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,87,0.17085952,0.01722487,7e-08,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,88,0.02117341,0.0021363,1e-08,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,89,-0.05948825,-0.00604738,-1e-08,-0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,90,0.10083726,0.01043833,5e-08,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,91,-0.00602644,-0.00060973,-0.0,-0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,92,0.17706158,0.01834009,5e-08,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,93,0.2703804,0.02738924,5e-08,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,94,0.41172556,0.04202016,1e-08,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,95,0.19549831,0.02128913,5e-08,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,96,0.02430532,0.00247063,1e-08,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,97,0.00295206,0.00030249,0.0,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,98,0.24776673,0.0266209,1e-08,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,99,0.22498348,0.02405972,1e-08,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,100,-0.10844762,-0.01187306,-1e-08,-0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,101,0.14767342,0.01509705,2e-08,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,102,-0.02857142,-0.00288352,-1e-08,-0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,103,0.04078942,0.00423778,2e-08,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,104,-0.03590908,-0.00398342,-0.0,-0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,105,-0.10047169,-0.01060046,-2e-08,-0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,106,0.17961559,0.01865942,0.0,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,107,0.10455639,0.01067545,1e-08,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,108,-0.06301236,-0.00636842,-0.0,-0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,109,-0.10243223,-0.01052334,-3e-08,-0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,110,-0.03877857,-0.0043383,-1e-08,-0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,111,0.07859203,0.00893131,1e-08,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,112,0.01082006,0.00109136,0.0,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,113,-0.04946267,-0.00503001,-1e-08,-0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,114,0.1891131,0.01940103,1.4e-07,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,115,0.4203381,0.04289872,1e-08,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,116,0.22765511,0.02378168,1e-08,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,117,-0.04488413,-0.00457205,-2e-08,-0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,118,-0.19139947,-0.01951488,-7e-08,-0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,119,-0.00663996,-0.00073067,-0.0,-0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,120,0.07680873,0.00833497,4e-08,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,121,-0.06427469,-0.00724671,-2e-08,-0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,122,0.04051231,0.00435972,0.0,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,123,0.23414656,0.02396834,1e-08,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,124,-0.04381857,-0.00441786,-3e-08,-0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,125,-0.03251276,-0.00334979,-1e-08,-0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,126,-0.03555186,-0.00372816,-0.0,-0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,127,-0.18389691,-0.02048049,-1e-08,-0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,128,-0.08601305,-0.00970076,-1e-08,-0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,129,-0.11192069,-0.01264781,-2e-08,-0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,130,0.23447859,0.02403554,1e-08,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,131,-0.12551162,-0.01265073,-3e-08,-0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,132,-0.13176479,-0.01398048,-1e-08,-0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,133,0.41055958,0.04233134,2e-08,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,134,0.1735812,0.01974984,1e-08,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,135,0.39171525,0.03999255,1e-08,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,136,0.39009389,0.0398452,5e-08,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,137,0.25291749,0.02541689,3e-08,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,138,-0.21198001,-0.02263252,-6e-08,-0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,139,0.45106297,0.04768565,4e-08,0.0
MODEL_B,language_model-layers-3,TVSD,monkeyF,IT,140,0.2951656,0.03119387,4e-08,0.0
