model,layer,dataset,subject,roi,dim,pearson_r,pearson_r_nc,ev,ev_nc
MODEL_A,layer1-0,TVSD,monkeyN,IT,16,0.41749993,0.0472998,0.10976061,0.00140881
MODEL_A,layer1-0,TVSD,monkeyN,IT,17,0.44143986,0.04887645,0.18186839,0.00222953
MODEL_A,layer1-0,TVSD,monkeyN,IT,18,0.48904514,0.05282072,0.21045117,0.00245506
MODEL_A,layer1-0,TVSD,monkeyN,IT,19,0.41189074,0.04397514,0.13112023,0.00149458
MODEL_A,layer1-0,TVSD,monkeyN,IT,20,0.43131482,0.04557728,0.15002266,0.00167519
MODEL_A,layer1-0,TVSD,monkeyN,IT,21,0.44767686,0.04756692,0.18996819,0.00214468
MODEL_A,layer1-0,TVSD,monkeyN,IT,22,0.40469901,0.04070895,0.13395651,0.00135544
MODEL_A,layer1-0,TVSD,monkeyN,IT,23,0.41440329,0.04720688,0.13559608,0.00175959
MODEL_A,layer1-0,TVSD,monkeyN,IT,24,0.43668738,0.04762184,0.12353921,0.00146918
MODEL_A,layer1-0,TVSD,monkeyN,IT,25,0.45792988,0.04872234,0.15223984,0.0017234
MODEL_A,layer1-0,TVSD,monkeyN,IT,26,0.39871187,0.04015924,0.15411952,0.00156354
MODEL_A,layer1-0,TVSD,monkeyN,IT,27,0.39536547,0.04067194,0.14526547,0.00153729
MODEL_A,layer1-0,TVSD,monkeyN,IT,28,0.16207757,0.01644845,-0.0056648,-5.834e-05
MODEL_A,layer1-0,TVSD,monkeyN,IT,29,0.46151815,0.0465714,0.18486586,0.00188243
MODEL_A,layer1-0,TVSD,monkeyN,IT,30,0.40973264,0.04480933,0.03669565,0.00043888
MODEL_A,layer1-0,TVSD,monkeyN,IT,31,0.43360307,0.04575231,0.16369044,0.00182249
MODEL_A,layer1-0,TVSD,monkeyN,IT,32,0.37684484,0.03868128,0.08043799,0.0008475
MODEL_A,layer1-0,TVSD,monkeyN,IT,33,0.44416442,0.04521536,0.17498278,0.00181334
MODEL_A,layer1-0,TVSD,monkeyN,IT,34,0.49983303,0.05121141,0.22223076,0.00233286
MODEL_A,layer1-0,TVSD,monkeyN,IT,35,0.46959765,0.04821093,0.16981415,0.00178983
MODEL_A,layer1-0,TVSD,monkeyN,IT,36,0.48801211,0.05159638,0.22174876,0.00247878
MODEL_A,layer1-0,TVSD,monkeyN,IT,37,0.45061692,0.04696833,0.16809243,0.00182618
MODEL_A,layer1-0,TVSD,monkeyN,IT,38,0.45924661,0.0482653,0.16285989,0.00179884
MODEL_A,layer1-0,TVSD,monkeyN,IT,39,0.49513047,0.05094429,0.21541572,0.00228049
MODEL_A,layer1-0,TVSD,monkeyN,IT,40,0.46309771,0.05276894,0.16822652,0.00218427
MODEL_A,layer1-0,TVSD,monkeyN,IT,41,0.47425115,0.05028345,0.12331058,0.00138622
MODEL_A,layer1-0,TVSD,monkeyN,IT,42,0.44713844,0.04850398,0.11739605,0.00138142
MODEL_A,layer1-0,TVSD,monkeyN,IT,43,0.50284003,0.0515219,0.19862614,0.00208526
MODEL_A,layer1-0,TVSD,monkeyN,IT,44,0.33188599,0.03384805,0.04966069,0.00051654
MODEL_A,layer1-0,TVSD,monkeyN,IT,45,0.17998278,0.01830338,0.00718178,7.427e-05
MODEL_A,layer1-0,TVSD,monkeyN,IT,46,0.11549344,0.01171916,-0.06389513,-0.00065788
MODEL_A,layer1-0,TVSD,monkeyN,IT,47,0.32055483,0.03378213,0.10258883,0.00113938
MODEL_A,layer1-0,TVSD,monkeyN,IT,48,0.08874871,0.00918377,0.00260679,2.791e-05
MODEL_A,layer1-0,TVSD,monkeyN,IT,49,0.08793294,0.00884832,0.00031819,3.22e-06
MODEL_A,layer1-0,TVSD,monkeyN,IT,50,0.09193873,0.00931569,0.00702784,7.215e-05
MODEL_A,layer1-0,TVSD,monkeyN,IT,51,0.15051967,0.01527788,0.02238679,0.00023064
MODEL_A,layer1-0,TVSD,monkeyN,IT,52,0.18628354,0.01895006,0.01339005,0.00013857
MODEL_A,layer1-0,TVSD,monkeyN,IT,53,0.26673007,0.02773638,0.05939271,0.00064223
MODEL_A,layer1-0,TVSD,monkeyN,IT,54,0.38725422,0.0401441,0.14604423,0.00156941
MODEL_A,layer1-0,TVSD,monkeyN,IT,55,0.34636618,0.03542605,0.11498759,0.00120289
MODEL_A,layer1-0,TVSD,monkeyN,IT,56,0.25492634,0.02558879,0.06496611,0.00065457
MODEL_A,layer1-0,TVSD,monkeyN,IT,57,0.17860785,0.0180639,0.03141089,0.00032129
MODEL_A,layer1-0,TVSD,monkeyN,IT,58,0.15626899,0.01589974,0.01626406,0.00016837
MODEL_A,layer1-0,TVSD,monkeyN,IT,59,0.38119398,0.03866962,0.11399759,0.00117312
MODEL_A,layer1-0,TVSD,monkeyN,IT,60,0.44855674,0.04649325,0.2005937,0.00215507
MODEL_A,layer1-0,TVSD,monkeyN,IT,61,0.35152272,0.03541081,0.09938244,0.0010085
MODEL_A,layer1-0,TVSD,monkeyN,IT,62,0.23890924,0.0240994,0.01048272,0.00010666
MODEL_A,layer1-0,TVSD,monkeyN,IT,63,0.44117411,0.04471106,0.19369197,0.0019894
MODEL_A,layer1-0,TVSD,monkeyN,IT,64,0.14287674,0.01514668,0.00160502,1.804e-05
MODEL_A,layer1-0,TVSD,monkeyN,IT,65,0.30623924,0.03083343,0.06074502,0.00061579
MODEL_A,layer1-0,TVSD,monkeyN,IT,66,0.39768818,0.04005969,0.15482476,0.00157098
MODEL_A,layer1-0,TVSD,monkeyN,IT,67,0.17310116,0.01739388,0.02438002,0.00024617
MODEL_A,layer1-0,TVSD,monkeyN,IT,68,0.24363289,0.02466991,0.04401957,0.00045135
MODEL_A,layer1-0,TVSD,monkeyN,IT,69,0.29401076,0.02989506,0.08457246,0.00087438
MODEL_A,layer1-0,TVSD,monkeyN,IT,70,0.0589577,0.00594878,-0.05850457,-0.00059561
MODEL_A,layer1-0,TVSD,monkeyN,IT,71,0.35678829,0.03595069,0.10685485,0.00108489
MODEL_A,layer1-0,TVSD,monkeyN,IT,72,0.22241473,0.02247632,0.03848209,0.00039299
MODEL_A,layer1-0,TVSD,monkeyN,IT,73,0.40828548,0.04261462,0.16549503,0.00180291
MODEL_A,layer1-0,TVSD,monkeyN,IT,74,0.35834859,0.03603893,0.12778537,0.00129245
MODEL_A,layer1-0,TVSD,monkeyN,IT,75,0.36133494,0.03733413,0.12764841,0.00136272
MODEL_A,layer1-0,TVSD,monkeyN,IT,76,0.26017322,0.02788676,0.04711368,0.00054127
MODEL_A,layer1-0,TVSD,monkeyN,IT,77,0.19301865,0.01994723,-0.02178346,-0.00023264
MODEL_A,layer1-0,TVSD,monkeyN,IT,78,0.50635525,0.05087616,0.25633914,0.00258781
MODEL_A,layer1-0,TVSD,monkeyN,IT,79,0.55487028,0.05584478,0.30755877,0.00311538
MODEL_A,layer1-0,TVSD,monkeyN,IT,80,0.5226673,0.05249531,0.26264381,0.00264946
MODEL_A,layer1-0,TVSD,monkeyN,IT,81,0.34744162,0.0348601,0.11719379,0.00117977
MODEL_A,layer1-0,TVSD,monkeyN,IT,82,0.3740831,0.03756985,0.1396364,0.00140845
MODEL_A,layer1-0,TVSD,monkeyN,IT,83,0.44032029,0.04419561,0.19224808,0.00193679
MODEL_A,layer1-0,TVSD,monkeyN,IT,84,0.46136046,0.04695558,0.20148049,0.00208702
MODEL_A,layer1-0,TVSD,monkeyN,IT,85,0.51524877,0.05181227,0.26546139,0.00268431
MODEL_A,layer1-0,TVSD,monkeyN,IT,86,0.28758169,0.02894685,0.06825781,0.00069156
MODEL_A,layer1-0,TVSD,monkeyN,IT,87,0.468352,0.04717941,0.21530035,0.00218477
MODEL_A,layer1-0,TVSD,monkeyN,IT,88,0.39330213,0.0395899,0.15468641,0.00156736
MODEL_A,layer1-0,TVSD,monkeyN,IT,89,0.39191208,0.03943853,0.14295775,0.00144768
MODEL_A,layer1-0,TVSD,monkeyN,IT,90,0.40634413,0.04079286,0.16023774,0.0016149
MODEL_A,layer1-0,TVSD,monkeyN,IT,91,0.51838885,0.05202857,0.26869733,0.00270667
MODEL_A,layer1-0,TVSD,monkeyN,IT,92,0.50013564,0.05029299,0.24973321,0.00252532
MODEL_A,layer1-0,TVSD,monkeyN,IT,93,0.42895987,0.04315675,0.17906257,0.00181246
MODEL_A,layer1-0,TVSD,monkeyN,IT,94,0.43717277,0.04390535,0.19104731,0.00192695
MODEL_A,layer1-0,TVSD,monkeyN,IT,95,0.37363264,0.03764292,0.13511646,0.00137147
MODEL_A,layer1-0,TVSD,monkeyN,IT,96,0.34709988,0.03495306,0.11925755,0.00120934
MODEL_A,layer1-0,TVSD,monkeyN,IT,97,0.48715622,0.0489252,0.23456223,0.00236585
MODEL_A,layer1-0,TVSD,monkeyN,IT,98,0.39603761,0.03978179,0.15014892,0.00151502
MODEL_A,layer1-0,TVSD,monkeyN,IT,99,0.50241838,0.05053283,0.24756494,0.00250441
MODEL_A,layer1-0,TVSD,monkeyN,IT,100,0.51965186,0.05387953,0.24714026,0.00265684
MODEL_A,layer1-0,TVSD,monkeyN,IT,101,0.32311455,0.03245972,0.08955425,0.00090378
MODEL_A,layer1-0,TVSD,monkeyN,IT,102,0.46626239,0.04697601,0.1828165,0.0018557
MODEL_A,layer1-0,TVSD,monkeyN,IT,103,0.26930106,0.02703616,0.06240552,0.00062898
MODEL_A,layer1-0,TVSD,monkeyN,IT,104,0.39904321,0.04008263,0.15909935,0.00160524
MODEL_A,layer1-0,TVSD,monkeyN,IT,105,0.48159232,0.04838818,0.21766933,0.00219744
MODEL_A,layer1-0,TVSD,monkeyN,IT,106,0.52482454,0.05277901,0.27346476,0.00276564
MODEL_A,layer1-0,TVSD,monkeyN,IT,107,0.51810225,0.05222803,0.26319525,0.00267457
MODEL_A,layer1-0,TVSD,monkeyN,IT,108,0.41746906,0.04186554,0.16724345,0.00168195
MODEL_A,layer1-0,TVSD,monkeyN,IT,109,0.49200234,0.04934874,0.23812719,0.00239567
MODEL_A,layer1-0,TVSD,monkeyN,IT,110,0.40498857,0.04062486,0.15851744,0.00159505
MODEL_A,layer1-0,TVSD,monkeyN,IT,111,0.46469168,0.04663364,0.21525038,0.00216777
MODEL_A,layer1-0,TVSD,monkeyN,IT,112,0.47626466,0.04784545,0.226773,0.00228863
MODEL_A,layer1-0,TVSD,monkeyN,IT,113,0.50221911,0.05042694,0.24922298,0.00251262
MODEL_A,layer1-0,TVSD,monkeyN,IT,114,0.48440297,0.04886463,0.2294201,0.00233457
MODEL_A,layer1-0,TVSD,monkeyN,IT,115,0.52133919,0.0525065,0.2710056,0.00274893
MODEL_A,layer1-0,TVSD,monkeyN,IT,116,0.37553039,0.03765258,0.13898722,0.00139725
MODEL_A,layer1-0,TVSD,monkeyN,IT,117,0.50574823,0.05085522,0.23417973,0.00236784
MODEL_A,layer1-0,TVSD,monkeyN,IT,118,0.4196606,0.0421714,0.17186968,0.00173556
MODEL_A,layer1-0,TVSD,monkeyN,IT,119,0.47565173,0.0477426,0.22240463,0.00224067
MODEL_A,layer1-0,TVSD,monkeyN,IT,120,0.48151656,0.0483033,0.23066565,0.00232121
MODEL_A,layer1-0,TVSD,monkeyN,IT,121,0.4814367,0.0483071,0.22831324,0.00229866
MODEL_A,layer1-0,TVSD,monkeyN,IT,122,0.50902028,0.05124313,0.24992218,0.00253283
MODEL_A,layer1-0,TVSD,monkeyN,IT,123,0.53608192,0.0541993,0.27288707,0.00278938
MODEL_A,layer1-0,TVSD,monkeyN,IT,124,0.44195716,0.04448693,0.15956672,0.00161677
MODEL_A,layer1-0,TVSD,monkeyN,IT,125,0.50725966,0.0512352,0.2391207,0.00243946
MODEL_A,layer1-0,TVSD,monkeyN,IT,126,0.45729098,0.04591584,0.20601169,0.00207698
MODEL_A,layer1-0,TVSD,monkeyN,IT,127,0.42834646,0.04295599,0.18341073,0.00184451
MODEL_A,layer1-0,TVSD,monkeyN,IT,128,0.39260772,0.03937458,0.15411935,0.00155014
MODEL_A,layer1-0,TVSD,monkeyN,IT,129,0.44659054,0.0456575,0.17435415,0.00182237
MODEL_A,layer1-0,TVSD,monkeyN,IT,130,0.38220772,0.0388428,0.10538838,0.00108847
MODEL_A,layer1-0,TVSD,monkeyN,IT,131,0.44561681,0.04527702,0.16009803,0.00165279
MODEL_A,layer1-0,TVSD,monkeyN,IT,132,0.44847803,0.04504172,0.19492226,0.00196612
MODEL_A,layer1-0,TVSD,monkeyN,IT,133,0.37691285,0.03781485,0.14017078,0.00141091
MODEL_A,layer1-0,TVSD,monkeyN,IT,134,0.46945385,0.04712846,0.21913664,0.00220849
MODEL_A,layer1-0,TVSD,monkeyN,IT,135,0.47850542,0.04809977,0.2132717,0.00215499
MODEL_A,layer1-0,TVSD,monkeyN,IT,136,0.5097969,0.05136503,0.24759235,0.00251349
MODEL_A,layer1-0,TVSD,monkeyN,IT,137,0.45008017,0.04620329,0.13862967,0.00146091
MODEL_A,layer1-0,TVSD,monkeyN,IT,138,0.5235327,0.05288564,0.26936771,0.00274874
MODEL_A,layer1-0,TVSD,monkeyN,IT,139,0.47381694,0.04768973,0.21986193,0.0022273
MODEL_A,layer1-0,TVSD,monkeyN,IT,140,0.459383,0.04645908,0.13297066,0.00136003
MODEL_A,layer1-0,TVSD,monkeyN,IT,141,0.41926971,0.04217162,0.16219872,0.00164097
MODEL_A,layer1-0,TVSD,monkeyN,IT,142,0.36694066,0.03683517,0.13161926,0.00132633
MODEL_A,layer1-0,TVSD,monkeyN,IT,143,0.42088085,0.04228213,0.17665456,0.00178287
MODEL_A,layer1-0,TVSD,monkeyN,IT,144,0.56650719,0.05737102,0.31802277,0.00326161
MODEL_A,layer1-0,TVSD,monkeyN,IT,145,0.5010511,0.05058241,0.24850595,0.00253263
MODEL_A,layer1-0,TVSD,monkeyN,IT,146,0.54760178,0.05515731,0.29871442,0.00303063
MODEL_A,layer1-0,TVSD,monkeyN,IT,147,0.44894553,0.04524355,0.20145813,0.00204602
MODEL_A,layer1-0,TVSD,monkeyN,IT,148,0.4234193,0.04263105,0.17786104,0.00180298
MODEL_A,layer1-0,TVSD,monkeyN,IT,149,0.49439056,0.04972457,0.2440754,0.00246903
MODEL_A,layer1-0,TVSD,monkeyN,IT,150,0.42682993,0.043097,0.17858865,0.0018207
MODEL_A,layer1-0,TVSD,monkeyN,IT,151,0.55617525,0.05733945,0.29104021,0.0030934
MODEL_A,layer1-0,TVSD,monkeyN,IT,152,0.50231039,0.05348579,0.2261056,0.00256356
MODEL_A,layer1-0,TVSD,monkeyN,IT,153,0.43580192,0.0443041,0.18192247,0.00188016
MODEL_A,layer1-0,TVSD,monkeyN,IT,154,0.42408125,0.0431811,0.1348826,0.00139844
MODEL_A,layer1-0,TVSD,monkeyN,IT,155,0.47519915,0.04804773,0.2205553,0.00225482
MODEL_A,layer1-0,TVSD,monkeyN,IT,156,0.46358559,0.0477209,0.20668985,0.00219016
MODEL_A,layer1-0,TVSD,monkeyN,IT,157,0.5573365,0.05807539,0.27389101,0.0029739
MODEL_A,layer1-0,TVSD,monkeyN,IT,158,0.51469407,0.05431899,0.24225969,0.00269827
MODEL_A,layer1-0,TVSD,monkeyN,IT,159,0.50244918,0.05084181,0.24364194,0.00249465
MODEL_A,layer1-0,TVSD,monkeyN,IT,160,0.47567025,0.04963895,0.20031636,0.00218147
MODEL_A,layer1-0,TVSD,monkeyN,IT,161,0.46543767,0.04684897,0.21282346,0.00215624
MODEL_A,layer1-0,TVSD,monkeyN,IT,162,0.43865379,0.04450188,0.14299574,0.00147176
MODEL_A,layer1-0,TVSD,monkeyN,IT,163,0.50338824,0.05187562,0.21890619,0.00232476
MODEL_A,layer1-0,TVSD,monkeyN,IT,164,0.44912426,0.0466008,0.15659818,0.00168593
MODEL_A,layer1-0,TVSD,monkeyN,IT,165,0.43262257,0.0471598,0.1289547,0.00153237
MODEL_A,layer1-0,TVSD,monkeyN,IT,166,0.44743359,0.0455775,0.18058508,0.00187381
MODEL_A,layer1-0,TVSD,monkeyN,IT,167,0.51776023,0.0579489,0.2543559,0.00318621
MODEL_A,layer1-0,TVSD,monkeyN,IT,168,0.53045971,0.05404665,0.27290997,0.00283304
MODEL_A,layer1-0,TVSD,monkeyN,IT,169,0.44324898,0.0461981,0.11494961,0.00124871
MODEL_A,layer1-0,TVSD,monkeyN,IT,170,0.44082341,0.04968541,0.15378844,0.00195367
MODEL_A,layer1-0,TVSD,monkeyN,IT,171,0.45099616,0.04770114,0.1740675,0.00194728
MODEL_A,layer1-0,TVSD,monkeyN,IT,172,0.55357404,0.0563515,0.30314236,0.00314128
MODEL_A,layer1-0,TVSD,monkeyN,IT,173,0.43938389,0.04572545,0.18220224,0.00197325
MODEL_A,layer1-0,TVSD,monkeyN,IT,174,0.51223843,0.05227992,0.25127193,0.0026174
MODEL_A,layer1-0,TVSD,monkeyN,IT,175,0.53647951,0.05732443,0.26355287,0.00300913
MODEL_A,layer1-0,TVSD,monkeyN,IT,176,0.55578267,0.05673391,0.30455717,0.00317354
MODEL_A,layer1-0,TVSD,monkeyN,IT,177,0.48115609,0.04977104,0.21020316,0.00224916
MODEL_A,layer2-0,TVSD,monkeyF,IT,0,0.2633437,0.02666922,0.06288349,0.00064493
MODEL_A,layer2-0,TVSD,monkeyF,IT,1,-0.01376615,-0.00139849,-0.00315713,-3.258e-05
MODEL_A,layer2-0,TVSD,monkeyF,IT,2,0.24606861,0.02491971,0.0386291,0.00039618
MODEL_A,layer2-0,TVSD,monkeyF,IT,3,0.1539775,0.01564299,0.02168155,0.00022378
MODEL_A,layer2-0,TVSD,monkeyF,IT,4,0.18686262,0.01923008,0.03467421,0.00036722
MODEL_A,layer2-0,TVSD,monkeyF,IT,5,0.23944983,0.0252638,0.05589996,0.00062227
MODEL_A,layer2-0,TVSD,monkeyF,IT,6,0.26276781,0.02697984,0.05062816,0.00053374
MODEL_A,layer2-0,TVSD,monkeyF,IT,7,0.38715039,0.04125279,0.13563176,0.00153996
MODEL_A,layer2-0,TVSD,monkeyF,IT,8,0.1653577,0.01686561,0.01843692,0.0001918
MODEL_A,layer2-0,TVSD,monkeyF,IT,9,0.24958927,0.02537661,0.04817308,0.00049799
MODEL_A,layer2-0,TVSD,monkeyF,IT,10,0.25039324,0.02536956,0.04686582,0.0004811
MODEL_A,layer2-0,TVSD,monkeyF,IT,11,0.20251832,0.02053934,0.03233631,0.00033261
MODEL_A,layer2-0,TVSD,monkeyF,IT,12,0.29082576,0.02953874,0.0672578,0.00069384
MODEL_A,layer2-0,TVSD,monkeyF,IT,13,0.33254538,0.03441793,0.09682296,0.00103716
MODEL_A,layer2-0,TVSD,monkeyF,IT,14,0.34705447,0.03704511,0.10706836,0.00121991
MODEL_A,layer2-0,TVSD,monkeyF,IT,15,0.52438415,0.05644554,0.25461352,0.00295013
MODEL_A,layer2-0,TVSD,monkeyF,IT,16,0.18686558,0.01923111,0.02109111,0.00022338
MODEL_A,layer2-0,TVSD,monkeyF,IT,17,0.17480292,0.01828916,0.02954824,0.00032346
MODEL_A,layer2-0,TVSD,monkeyF,IT,18,0.22620426,0.0230049,0.03154726,0.00032629
MODEL_A,layer2-0,TVSD,monkeyF,IT,19,0.39538591,0.04017289,0.11539717,0.00119129
MODEL_A,layer2-0,TVSD,monkeyF,IT,20,0.37098805,0.03755843,0.10043146,0.00102935
MODEL_A,layer2-0,TVSD,monkeyF,IT,21,0.39805348,0.0412054,0.11742392,0.00125829
MODEL_A,layer2-0,TVSD,monkeyF,IT,22,0.35277734,0.03638038,0.09435009,0.0010034
MODEL_A,layer2-0,TVSD,monkeyF,IT,23,0.49336405,0.05378506,0.21435259,0.00254752
MODEL_A,layer2-0,TVSD,monkeyF,IT,24,-0.01627628,-0.00167174,-0.00609333,-6.428e-05
MODEL_A,layer2-0,TVSD,monkeyF,IT,25,0.22969616,0.0231683,0.03726227,0.0003791
MODEL_A,layer2-0,TVSD,monkeyF,IT,26,0.20819239,0.02099357,0.03723733,0.00037864
MODEL_A,layer2-0,TVSD,monkeyF,IT,27,0.24780307,0.02547564,0.05652586,0.00059743
MODEL_A,layer2-0,TVSD,monkeyF,IT,28,0.25369287,0.02602332,0.04529642,0.00047662
MODEL_A,layer2-0,TVSD,monkeyF,IT,29,0.23671688,0.0245202,0.03922865,0.00042091
MODEL_A,layer2-0,TVSD,monkeyF,IT,30,0.51211687,0.05540017,0.25748578,0.00301326
MODEL_A,layer2-0,TVSD,monkeyF,IT,31,0.15138027,0.01528104,0.02031701,0.00020703
MODEL_A,layer2-0,TVSD,monkeyF,IT,32,0.33581661,0.03394126,0.04952465,0.00050591
MODEL_A,layer2-0,TVSD,monkeyF,IT,33,0.31576734,0.03184284,0.05220758,0.00053091
MODEL_A,layer2-0,TVSD,monkeyF,IT,34,0.24131694,0.02438473,0.04085657,0.00041718
MODEL_A,layer2-0,TVSD,monkeyF,IT,35,0.2521449,0.02607842,0.05491998,0.00058748
MODEL_A,layer2-0,TVSD,monkeyF,IT,36,0.23145834,0.02419239,0.04183348,0.00045702
MODEL_A,layer2-0,TVSD,monkeyF,IT,37,0.52594885,0.05500756,0.25905681,0.00283369
MODEL_A,layer2-0,TVSD,monkeyF,IT,38,0.27092512,0.02768462,0.01697088,0.00017721
MODEL_A,layer2-0,TVSD,monkeyF,IT,39,0.23492287,0.02362608,0.02640597,0.00026708
MODEL_A,layer2-0,TVSD,monkeyF,IT,40,0.21643249,0.02192473,0.0319276,0.00032763
MODEL_A,layer2-0,TVSD,monkeyF,IT,41,0.00325081,0.00034224,-0.01302025,-0.00014431
MODEL_A,layer2-0,TVSD,monkeyF,IT,42,0.36021958,0.03891423,0.12158415,0.00141892
MODEL_A,layer2-0,TVSD,monkeyF,IT,43,0.42971594,0.04424027,0.1376888,0.00145939
MODEL_A,layer2-0,TVSD,monkeyF,IT,44,0.12863279,0.01303051,0.01624691,0.00016672
MODEL_A,layer2-0,TVSD,monkeyF,IT,45,0.16415631,0.01658155,0.02187523,0.0002232
MODEL_A,layer2-0,TVSD,monkeyF,IT,46,0.37638297,0.04244806,0.12259693,0.00155932
MODEL_A,layer2-0,TVSD,monkeyF,IT,47,-0.08098847,-0.00834492,-0.01379038,-0.00014641
MODEL_A,layer2-0,TVSD,monkeyF,IT,48,-0.12357795,-0.0126645,-0.0132505,-0.00013916
MODEL_A,layer2-0,TVSD,monkeyF,IT,49,0.40377576,0.04195887,0.10900791,0.00117713
MODEL_A,layer2-0,TVSD,monkeyF,IT,50,0.36807845,0.03744609,0.0968749,0.00100264
MODEL_A,layer2-0,TVSD,monkeyF,IT,51,0.13712629,0.01386628,0.01853491,0.00018953
MODEL_A,layer2-0,TVSD,monkeyF,IT,52,0.19767974,0.02092416,0.03430254,0.00038432
MODEL_A,layer2-0,TVSD,monkeyF,IT,53,0.25504665,0.0263793,0.05048111,0.00054003
MODEL_A,layer2-0,TVSD,monkeyF,IT,54,0.00706615,0.00072847,-0.00039302,-4.18e-06
MODEL_A,layer2-0,TVSD,monkeyF,IT,55,0.02512347,0.00256225,0.00043499,4.52e-06
MODEL_A,layer2-0,TVSD,monkeyF,IT,56,0.43133968,0.04372394,0.1147673,0.00117928
MODEL_A,layer2-0,TVSD,monkeyF,IT,57,0.38798741,0.03924506,0.09834236,0.00100618
MODEL_A,layer2-0,TVSD,monkeyF,IT,58,0.46652213,0.04822055,0.19121355,0.00204286
MODEL_A,layer2-0,TVSD,monkeyF,IT,59,0.3911905,0.03964408,0.14458269,0.0014849
MODEL_A,layer2-0,TVSD,monkeyF,IT,60,0.47140349,0.04770776,0.1832641,0.00187702
MODEL_A,layer2-0,TVSD,monkeyF,IT,61,0.36477483,0.036653,0.10677824,0.00107808
MODEL_A,layer2-0,TVSD,monkeyF,IT,62,0.22778865,0.02300792,0.04843821,0.00049417
MODEL_A,layer2-0,TVSD,monkeyF,IT,63,0.38224543,0.03845243,0.11557099,0.00116953
MODEL_A,layer2-0,TVSD,monkeyF,IT,64,0.46614069,0.04724489,0.17262638,0.0017733
MODEL_A,layer2-0,TVSD,monkeyF,IT,65,0.27337396,0.02762645,0.05108213,0.00052168
MODEL_A,layer2-0,TVSD,monkeyF,IT,66,0.57529191,0.05840592,0.25672402,0.00264608
MODEL_A,layer2-0,TVSD,monkeyF,IT,67,0.42057842,0.04264811,0.16519748,0.00169867
MODEL_A,layer2-0,TVSD,monkeyF,IT,68,0.44352008,0.0453633,0.18463328,0.00193149
MODEL_A,layer2-0,TVSD,monkeyF,IT,69,0.44382305,0.04693908,0.1770425,0.00198028
MODEL_A,layer2-0,TVSD,monkeyF,IT,70,0.45955265,0.04757633,0.18948317,0.00203087
MODEL_A,layer2-0,TVSD,monkeyF,IT,71,0.25747248,0.02632868,0.06482404,0.00067785
MODEL_A,layer2-0,TVSD,monkeyF,IT,72,0.40201547,0.04059777,0.13854182,0.00141286
MODEL_A,layer2-0,TVSD,monkeyF,IT,73,0.30862025,0.0309915,0.09149519,0.00092264
MODEL_A,layer2-0,TVSD,monkeyF,IT,74,0.57090424,0.05846089,0.30705831,0.00321977
MODEL_A,layer2-0,TVSD,monkeyF,IT,75,0.47210022,0.05027294,0.22069357,0.00250259
MODEL_A,layer2-0,TVSD,monkeyF,IT,76,0.44944251,0.04840036,0.18356446,0.00212881
MODEL_A,layer2-0,TVSD,monkeyF,IT,77,0.37035316,0.0384754,0.12528,0.00135212
MODEL_A,layer2-0,TVSD,monkeyF,IT,78,0.39780618,0.04176497,0.15006605,0.00165411
MODEL_A,layer2-0,TVSD,monkeyF,IT,79,0.32004868,0.03215967,0.09289461,0.00093795
MODEL_A,layer2-0,TVSD,monkeyF,IT,80,0.56588453,0.05743188,0.30192083,0.00310988
MODEL_A,layer2-0,TVSD,monkeyF,IT,81,0.59119522,0.06167422,0.32950767,0.00358601
MODEL_A,layer2-0,TVSD,monkeyF,IT,82,0.42393067,0.04502657,0.17725533,0.00199962
MODEL_A,layer2-0,TVSD,monkeyF,IT,83,0.44701836,0.04560842,0.15985714,0.00166407
MODEL_A,layer2-0,TVSD,monkeyF,IT,84,0.28676296,0.03182411,0.07925819,0.00097614
MODEL_A,layer2-0,TVSD,monkeyF,IT,85,0.37893041,0.04052358,0.11758564,0.00134478
MODEL_A,layer2-0,TVSD,monkeyF,IT,86,0.04635273,0.00522696,-0.00285701,-3.633e-05
MODEL_A,layer2-0,TVSD,monkeyF,IT,87,0.34836845,0.03512008,0.11824823,0.00120179
MODEL_A,layer2-0,TVSD,monkeyF,IT,88,0.16577128,0.01672553,0.0193624,0.00019711
MODEL_A,layer2-0,TVSD,monkeyF,IT,89,-0.03308042,-0.00336285,-0.01635396,-0.000169
MODEL_A,layer2-0,TVSD,monkeyF,IT,90,0.2923345,0.03026148,0.0840536,0.00090069
MODEL_A,layer2-0,TVSD,monkeyF,IT,91,0.15772661,0.01595804,0.00908107,9.296e-05
MODEL_A,layer2-0,TVSD,monkeyF,IT,92,0.17066114,0.01767713,0.0273841,0.0002938
MODEL_A,layer2-0,TVSD,monkeyF,IT,93,0.47325582,0.0479403,0.21183948,0.00217378
MODEL_A,layer2-0,TVSD,monkeyF,IT,94,0.35604392,0.03633737,0.12010974,0.00125106
MODEL_A,layer2-0,TVSD,monkeyF,IT,95,0.32904878,0.03583234,0.10692842,0.00126801
MODEL_A,layer2-0,TVSD,monkeyF,IT,96,0.07035217,0.00715129,0.00486139,5.023e-05
MODEL_A,layer2-0,TVSD,monkeyF,IT,97,0.35852056,0.03673645,0.12687022,0.00133207
MODEL_A,layer2-0,TVSD,monkeyF,IT,98,0.07207899,0.00774441,0.00517112,5.97e-05
MODEL_A,layer2-0,TVSD,monkeyF,IT,99,0.11873904,0.01269794,0.0134242,0.00015352
