dataset,model,layer,roi,subject,rsa,cka
NSD,MODEL_A,layer3-30,OPA,subj06,0.16684485725689888,0.1324658804649801
NSD,MODEL_A,layer3-30,OPA,subj07,0.2172341899782544,0.17107646963085488
NSD,MODEL_A,layer3-30,OPA,subj08,0.1412216364670212,0.09761878029627945
NSD,MODEL_A,layer3-30,EBA,subj01,0.19965823943843694,0.21670882192024984
NSD,MODEL_A,layer3-30,EBA,subj02,0.20310523334806727,0.24654616853075312
NSD,MODEL_A,layer3-30,EBA,subj03,0.19633375234873368,0.19918339074080274
NSD,MODEL_A,layer3-30,EBA,subj04,0.1636409466946122,0.1750980825236966
NSD,MODEL_A,layer3-30,EBA,subj05,0.20517718483638095,0.23762900925996266
NSD,MODEL_A,layer3-30,EBA,subj06,0.16751765806839883,0.14805812279294436
NSD,MODEL_A,layer3-30,EBA,subj07,0.179980104599743,0.1879764119272281
NSD,MODEL_A,layer3-30,EBA,subj08,0.1368364121869343,0.1255765994140034
NSD,MODEL_A,layer4-1,V1v,subj01,0.1352223559753144,0.12730084540963263
NSD,MODEL_A,layer4-1,V1v,subj02,0.12416217465681825,0.13921476980796782
NSD,MODEL_A,layer4-1,V1v,subj03,0.0982304402930214,0.1044983852188053
NSD,MODEL_A,layer4-1,V1v,subj04,0.14777348829351913,0.13290153172659985
NSD,MODEL_A,layer4-1,V1v,subj05,0.1307712177554897,0.1419244953864621
NSD,MODEL_A,layer4-1,V1v,subj06,0.12746177165522007,0.11864430007093861
NSD,MODEL_A,layer4-1,V1v,subj07,0.12470859179438037,0.10842137869543514
NSD,MODEL_A,layer4-1,V1v,subj08,0.10937377871716827,0.1102581548912691
NSD,MODEL_A,layer4-1,V2v,subj01,0.1453700224566897,0.13651126708510494
NSD,MODEL_A,layer4-1,V2v,subj02,0.147232503139189,0.17117479022709087
NSD,MODEL_A,layer4-1,V2v,subj03,0.12655710997989944,0.12554537079754807
NSD,MODEL_A,layer4-1,V2v,subj04,0.16452139438148553,0.15432551705708894
NSD,MODEL_A,layer4-1,V2v,subj05,0.15933742866261993,0.18082256212471245
NSD,MODEL_A,layer4-1,V2v,subj06,0.1261083640064755,0.13271373124426175
NSD,MODEL_A,layer4-1,V2v,subj07,0.13250604498019314,0.13066530479115315
NSD,MODEL_A,layer4-1,V2v,subj08,0.12669490605656294,0.12677785394572957
NSD,MODEL_A,layer4-1,V3v,subj01,0.1734665578162105,0.15626046602437965
NSD,MODEL_A,layer4-1,V3v,subj02,0.15853440683445946,0.17959839953577433
NSD,MODEL_A,layer4-1,V3v,subj03,0.11204319617730317,0.10252529042116318
NSD,MODEL_A,layer4-1,V3v,subj04,0.1394088243564567,0.12659342605866086
NSD,MODEL_A,layer4-1,V3v,subj05,0.15709151360817328,0.182072452216991
NSD,MODEL_A,layer4-1,V3v,subj06,0.14577297732942537,0.13978871459818804
NSD,MODEL_A,layer4-1,V3v,subj07,0.13070671260693864,0.12200539570531498
NSD,MODEL_A,layer4-1,V3v,subj08,0.10363333910412936,0.10712963598965984
NSD,MODEL_A,layer4-1,hV4,subj01,0.19619272880484254,0.16700351768741395
NSD,MODEL_A,layer4-1,hV4,subj02,0.168029156447771,0.17726465333243063
NSD,MODEL_A,layer4-1,hV4,subj03,0.12707105990498996,0.10607823332965988
NSD,MODEL_A,layer4-1,hV4,subj04,0.14513292565959146,0.10626928246750421
NSD,MODEL_A,layer4-1,hV4,subj05,0.17886964074513267,0.17624303097336325
NSD,MODEL_A,layer4-1,hV4,subj06,0.13272789956471,0.08970177376866123
NSD,MODEL_A,layer4-1,hV4,subj07,0.12894023555631512,0.1171391658714051
NSD,MODEL_A,layer4-1,hV4,subj08,0.13543328058898588,0.13136373237266716
NSD,MODEL_A,layer4-1,FFA-1,subj01,0.21069834756941386,0.17965374945983834
NSD,MODEL_A,layer4-1,FFA-1,subj02,0.1809074757261592,0.1471762913257793
NSD,MODEL_A,layer4-1,FFA-1,subj03,0.1778763296681619,0.15963803035982033
NSD,MODEL_A,layer4-1,FFA-1,subj04,0.16977611299951384,0.1364264223834606
NSD,MODEL_A,layer4-1,FFA-1,subj05,0.21977546466059755,0.19008466357150844
NSD,MODEL_A,layer4-1,FFA-1,subj06,0.13417937537515656,0.1393833168302851
NSD,MODEL_A,layer4-1,FFA-1,subj07,0.18624442624072682,0.12983723987811616
NSD,MODEL_A,layer4-1,FFA-1,subj08,0.15374951046363947,0.1048744756240123
NSD,MODEL_A,layer4-1,VWFA-1,subj01,0.19922383257163614,0.14716603341768145
NSD,MODEL_A,layer4-1,VWFA-1,subj02,0.2085134696588635,0.20245327150190484
NSD,MODEL_A,layer4-1,VWFA-1,subj03,0.1243203831199665,0.0880682412286989
NSD,MODEL_A,layer4-1,VWFA-1,subj04,0.17047717882977106,0.09252766758843689
NSD,MODEL_A,layer4-1,VWFA-1,subj05,0.25563082388568625,0.1919588106051285
NSD,MODEL_A,layer4-1,VWFA-1,subj06,0.16330650057981835,0.10456018689726719
NSD,MODEL_A,layer4-1,VWFA-1,subj07,0.2512473486718311,0.2114600586981407
NSD,MODEL_A,layer4-1,VWFA-1,subj08,0.10144448788474128,0.05463570217027432
NSD,MODEL_A,layer4-1,PPA,subj01,0.28911872695099705,0.19853473805738597
NSD,MODEL_A,layer4-1,PPA,subj02,0.26582212068035427,0.23299077739197172
NSD,MODEL_A,layer4-1,PPA,subj03,0.2245077732800171,0.21283184785387527
NSD,MODEL_A,layer4-1,PPA,subj04,0.19828788405559128,0.19574165479279235
NSD,MODEL_A,layer4-1,PPA,subj05,0.28814078508705204,0.27259947675170804
NSD,MODEL_A,layer4-1,PPA,subj06,0.24696275349183813,0.17305558579291036
NSD,MODEL_A,layer4-1,PPA,subj07,0.24001424877582572,0.17077158713932258
NSD,MODEL_A,layer4-1,PPA,subj08,0.19247499313931302,0.15596774682594058
NSD,MODEL_A,layer4-1,OPA,subj01,0.27405029152403754,0.16175299316299982
NSD,MODEL_A,layer4-1,OPA,subj02,0.2625459632913478,0.20818872714414371
NSD,MODEL_A,layer4-1,OPA,subj03,0.17972475995795092,0.14756108679890237
NSD,MODEL_A,layer4-1,OPA,subj04,0.18152013855150143,0.13194276234032176
NSD,MODEL_A,layer4-1,OPA,subj05,0.25500449918784995,0.22948689686792217
NSD,MODEL_A,layer4-1,OPA,subj06,0.18160368363846732,0.11560054135907494
NSD,MODEL_A,layer4-1,OPA,subj07,0.23396054462590454,0.15743209063007116
NSD,MODEL_A,layer4-1,OPA,subj08,0.16391969700749126,0.09499096211532879
NSD,MODEL_A,layer4-1,EBA,subj01,0.2395311569510202,0.24477920582220206
NSD,MODEL_A,layer4-1,EBA,subj02,0.24782090924994135,0.2590885993015631
NSD,MODEL_A,layer4-1,EBA,subj03,0.2280768520075927,0.2030617916012467
NSD,MODEL_A,layer4-1,EBA,subj04,0.20931282206792537,0.19671139516017935
NSD,MODEL_A,layer4-1,EBA,subj05,0.2584212365727185,0.26101096630256954
NSD,MODEL_A,layer4-1,EBA,subj06,0.20036900559843865,0.16660401382859827
NSD,MODEL_A,layer4-1,EBA,subj07,0.2386081900669131,0.21582247907061586
NSD,MODEL_A,layer4-1,EBA,subj08,0.15831368159108902,0.13401878539773257
NSD,MODEL_B,language_model-layers-3,V1v,subj01,0.09777491323479014,0.11530117720372324
NSD,MODEL_B,language_model-layers-3,V1v,subj02,0.10404616769550759,0.1375804718612143
NSD,MODEL_B,language_model-layers-3,V1v,subj03,0.07343727314618644,0.08759532891683075
NSD,MODEL_B,language_model-layers-3,V1v,subj04,0.105139076731059,0.12517227552258858
NSD,MODEL_B,language_model-layers-3,V1v,subj05,0.09516190393828858,0.11099676221236364
NSD,MODEL_B,language_model-layers-3,V1v,subj06,0.08950692257185851,0.10595880008104812
NSD,MODEL_B,language_model-layers-3,V1v,subj07,0.08407908592195185,0.09907583604564786
NSD,MODEL_B,language_model-layers-3,V1v,subj08,0.0706409964626616,0.09040403785405199
NSD,MODEL_B,language_model-layers-3,V2v,subj01,0.11578772147794512,0.15076293159694776
NSD,MODEL_B,language_model-layers-3,V2v,subj02,0.1252815172884972,0.18809485246909335
NSD,MODEL_B,language_model-layers-3,V2v,subj03,0.09914365805695047,0.12220322325903651
NSD,MODEL_B,language_model-layers-3,V2v,subj04,0.11666463950457867,0.1528466570746759
NSD,MODEL_B,language_model-layers-3,V2v,subj05,0.11169362370894324,0.16563271596217843
NSD,MODEL_B,language_model-layers-3,V2v,subj06,0.09339960404526336,0.13972570036722592
NSD,MODEL_B,language_model-layers-3,V2v,subj07,0.09784709062358382,0.132551745679599
NSD,MODEL_B,language_model-layers-3,V2v,subj08,0.09211379458877969,0.13197753940615942
NSD,MODEL_B,language_model-layers-3,V3v,subj01,0.14597532616965198,0.1854303266290515
NSD,MODEL_B,language_model-layers-3,V3v,subj02,0.13315369354869033,0.2084750762893229
NSD,MODEL_B,language_model-layers-3,V3v,subj03,0.09133459240025629,0.11315184876462486
NSD,MODEL_B,language_model-layers-3,V3v,subj04,0.1009299940092822,0.15094289897816807
NSD,MODEL_B,language_model-layers-3,V3v,subj05,0.11762295373053129,0.19098604765544303
NSD,MODEL_B,language_model-layers-3,V3v,subj06,0.11344456178565772,0.15966322956188364
NSD,MODEL_B,language_model-layers-3,V3v,subj07,0.10305373265424762,0.1401018932508441
NSD,MODEL_B,language_model-layers-3,V3v,subj08,0.08071669615214795,0.12738245052488417
NSD,MODEL_B,language_model-layers-3,hV4,subj01,0.1507741651006239,0.18067227297157795
NSD,MODEL_B,language_model-layers-3,hV4,subj02,0.12467869092547501,0.20160639124385274
NSD,MODEL_B,language_model-layers-3,hV4,subj03,0.09922877055509433,0.11179141072662911
NSD,MODEL_B,language_model-layers-3,hV4,subj04,0.09830571276229502,0.12058191400041637
NSD,MODEL_B,language_model-layers-3,hV4,subj05,0.11929521105223381,0.16648275864826695
NSD,MODEL_B,language_model-layers-3,hV4,subj06,0.08266309601886795,0.09158599524741141
NSD,MODEL_B,language_model-layers-3,hV4,subj07,0.09165316131380137,0.12494907572582054
NSD,MODEL_B,language_model-layers-3,hV4,subj08,0.10673246289224969,0.1463657304037929
NSD,MODEL_B,language_model-layers-3,FFA-1,subj01,0.14450469263415103,0.1785821289686209
NSD,MODEL_B,language_model-layers-3,FFA-1,subj02,0.11307849355957415,0.15068363074969723
NSD,MODEL_B,language_model-layers-3,FFA-1,subj03,0.12464907056608666,0.14867791401976108
NSD,MODEL_B,language_model-layers-3,FFA-1,subj04,0.11469839618346599,0.13216385518089707
NSD,MODEL_B,language_model-layers-3,FFA-1,subj05,0.1439307780766857,0.18093827069799814
NSD,MODEL_B,language_model-layers-3,FFA-1,subj06,0.0964198603128319,0.13106825957362295
NSD,MODEL_B,language_model-layers-3,FFA-1,subj07,0.13048902860967043,0.1345552052176266
NSD,MODEL_B,language_model-layers-3,FFA-1,subj08,0.11668761165547058,0.10635274227496197
NSD,MODEL_B,language_model-layers-3,VWFA-1,subj01,0.12013775412423247,0.13910619560829304
NSD,MODEL_B,language_model-layers-3,VWFA-1,subj02,0.14041740559603488,0.19103027905963937
NSD,MODEL_B,language_model-layers-3,VWFA-1,subj03,0.08800584015730123,0.07949175384693749
NSD,MODEL_B,language_model-layers-3,VWFA-1,subj04,0.11727312128759915,0.0774993284560912
NSD,MODEL_B,language_model-layers-3,VWFA-1,subj05,0.18996189894972887,0.1779154126802746
NSD,MODEL_B,language_model-layers-3,VWFA-1,subj06,0.10993749514634425,0.09752395764493728
NSD,MODEL_B,language_model-layers-3,VWFA-1,subj07,0.17514953322263208,0.19206508850868012
NSD,MODEL_B,language_model-layers-3,VWFA-1,subj08,0.0722964323905679,0.05278318566336995
NSD,MODEL_B,language_model-layers-3,PPA,subj01,0.18205779120354873,0.23091892171368106
NSD,MODEL_B,language_model-layers-3,PPA,subj02,0.20279031924125823,0.2897003330801809
NSD,MODEL_B,language_model-layers-3,PPA,subj03,0.19393134864547731,0.2526174806754949
NSD,MODEL_B,language_model-layers-3,PPA,subj04,0.15129645855000662,0.23705438187129976
NSD,MODEL_B,language_model-layers-3,PPA,subj05,0.22423815251923723,0.32052757619085875
NSD,MODEL_B,language_model-layers-3,PPA,subj06,0.16584903158036238,0.20083686372862475
NSD,MODEL_B,language_model-layers-3,PPA,subj07,0.17755634047701893,0.19705137478364648
NSD,MODEL_B,language_model-layers-3,PPA,subj08,0.14702857704470515,0.1883091893074943
NSD,MODEL_B,language_model-layers-3,OPA,subj01,0.17677696896357256,0.1787213023638282
NSD,MODEL_B,language_model-layers-3,OPA,subj02,0.1934785297143594,0.2269214682920767
NSD,MODEL_B,language_model-layers-3,OPA,subj03,0.1447090407870041,0.16638390478971915
NSD,MODEL_B,language_model-layers-3,OPA,subj04,0.12257119877538236,0.15606114937017965
NSD,MODEL_B,language_model-layers-3,OPA,subj05,0.19857859984231216,0.272434947297197
NSD,MODEL_B,language_model-layers-3,OPA,subj06,0.11513125405954211,0.12632137981390687
NSD,MODEL_B,language_model-layers-3,OPA,subj07,0.15435216186157869,0.16463281840080432
NSD,MODEL_B,language_model-layers-3,OPA,subj08,0.12005091847843917,0.1065326235968912
NSD,MODEL_B,language_model-layers-3,EBA,subj01,0.16346220984986337,0.22636287506616473
NSD,MODEL_B,language_model-layers-3,EBA,subj02,0.17541832818039776,0.24672399505756093
NSD,MODEL_B,language_model-layers-3,EBA,subj03,0.16527754919833101,0.19007962820646937
NSD,MODEL_B,language_model-layers-3,EBA,subj04,0.13419812017067634,0.17561076931899294
NSD,MODEL_B,language_model-layers-3,EBA,subj05,0.17738219650543569,0.24385635506604428
NSD,MODEL_B,language_model-layers-3,EBA,subj06,0.13010053637917948,0.14613496277139726
NSD,MODEL_B,language_model-layers-3,EBA,subj07,0.1433229389477124,0.19849553314779722
NSD,MODEL_B,language_model-layers-3,EBA,subj08,0.11106077137670689,0.12121450614038008
NSD,MODEL_B,language_model-layers-8,V1v,subj01,0.09996456787031122,0.11555927751532354
NSD,MODEL_B,language_model-layers-8,V1v,subj02,0.10685315268923523,0.13497315434076915
NSD,MODEL_B,language_model-layers-8,V1v,subj03,0.07738488069534893,0.08829644621671356
NSD,MODEL_B,language_model-layers-8,V1v,subj04,0.10348238950598249,0.12165310590112094
NSD,MODEL_B,language_model-layers-8,V1v,subj05,0.09537631688774585,0.11005074729022794
NSD,MODEL_B,language_model-layers-8,V1v,subj06,0.0937881958094055,0.10434617319652667
NSD,MODEL_B,language_model-layers-8,V1v,subj07,0.08850890525935384,0.09851863296643315
NSD,MODEL_B,language_model-layers-8,V1v,subj08,0.07250188989770313,0.09170146558157376
NSD,MODEL_B,language_model-layers-8,V2v,subj01,0.12007832897107379,0.14708096916004312
NSD,MODEL_B,language_model-layers-8,V2v,subj02,0.1277897486716544,0.18138552096636024
NSD,MODEL_B,language_model-layers-8,V2v,subj03,0.10146667577228821,0.12019319008426667
NSD,MODEL_B,language_model-layers-8,V2v,subj04,0.11336763316640623,0.14728778564792327
NSD,MODEL_B,language_model-layers-8,V2v,subj05,0.11569611261898527,0.16053951059905042
NSD,MODEL_B,language_model-layers-8,V2v,subj06,0.09821567781083629,0.1352899717203407
NSD,MODEL_B,language_model-layers-8,V2v,subj07,0.10397771072794156,0.1293615279011636
NSD,MODEL_B,language_model-layers-8,V2v,subj08,0.09463597007361196,0.12827513807266058
NSD,MODEL_B,language_model-layers-8,V3v,subj01,0.14969176807714138,0.1778337417512347
NSD,MODEL_B,language_model-layers-8,V3v,subj02,0.13805550936877514,0.19788255514091763
NSD,MODEL_B,language_model-layers-8,V3v,subj03,0.09347595802303063,0.10792860683888764
NSD,MODEL_B,language_model-layers-8,V3v,subj04,0.10325838843571097,0.14416719991270582
NSD,MODEL_B,language_model-layers-8,V3v,subj05,0.12022663086419295,0.18217459409377443
NSD,MODEL_B,language_model-layers-8,V3v,subj06,0.11604405251211881,0.15255995311304835
NSD,MODEL_B,language_model-layers-8,V3v,subj07,0.10830486904075168,0.13412883222642993
NSD,MODEL_B,language_model-layers-8,V3v,subj08,0.08261816466966648,0.12159487351095578
NSD,MODEL_B,language_model-layers-8,hV4,subj01,0.1534181590128557,0.17479679964964784
NSD,MODEL_B,language_model-layers-8,hV4,subj02,0.13292948589066114,0.19336072787658515
NSD,MODEL_B,language_model-layers-8,hV4,subj03,0.10169022869681821,0.10783465804836098
NSD,MODEL_B,language_model-layers-8,hV4,subj04,0.10181494496792683,0.11660541353751698
NSD,MODEL_B,language_model-layers-8,hV4,subj05,0.12436639945569998,0.16426729364546214
NSD,MODEL_B,language_model-layers-8,hV4,subj06,0.08753521370341796,0.08991105374393382
NSD,MODEL_B,language_model-layers-8,hV4,subj07,0.09683920290882443,0.12101990424434975
NSD,MODEL_B,language_model-layers-8,hV4,subj08,0.10585642227850361,0.1415203083692381
NSD,MODEL_B,language_model-layers-8,FFA-1,subj01,0.1478324917672845,0.17385888260910948
NSD,MODEL_B,language_model-layers-8,FFA-1,subj02,0.12242502765128138,0.14893837581418928
NSD,MODEL_B,language_model-layers-8,FFA-1,subj03,0.12930340099167836,0.14665371347337888
NSD,MODEL_B,language_model-layers-8,FFA-1,subj04,0.12003862291346759,0.12984205689520587
NSD,MODEL_B,language_model-layers-8,FFA-1,subj05,0.1504887482070391,0.1777957485013445
NSD,MODEL_B,language_model-layers-8,FFA-1,subj06,0.1015696061187762,0.12731605028527113
NSD,MODEL_B,language_model-layers-8,FFA-1,subj07,0.13716824216535004,0.13182300405408026
NSD,MODEL_B,language_model-layers-8,FFA-1,subj08,0.11754474172789565,0.106240786323772
NSD,MODEL_B,language_model-layers-8,VWFA-1,subj01,0.12941196570819874,0.13548693279956253
NSD,MODEL_B,language_model-layers-8,VWFA-1,subj02,0.14112974022720595,0.18702336411753281
NSD,MODEL_B,language_model-layers-8,VWFA-1,subj03,0.08872789103166884,0.08001605706969948
NSD,MODEL_B,language_model-layers-8,VWFA-1,subj04,0.1193016574319878,0.07639148785621822
NSD,MODEL_B,language_model-layers-8,VWFA-1,subj05,0.18975767111282305,0.174387318672461
NSD,MODEL_B,language_model-layers-8,VWFA-1,subj06,0.11638891148404354,0.09568857112233209
NSD,MODEL_B,language_model-layers-8,VWFA-1,subj07,0.16987111889185452,0.18337882297047822
NSD,MODEL_B,language_model-layers-8,VWFA-1,subj08,0.07370043761906465,0.0535910025281543
NSD,MODEL_B,language_model-layers-8,PPA,subj01,0.18358545957772687,0.22696413816019814
NSD,MODEL_B,language_model-layers-8,PPA,subj02,0.20680626778953917,0.28185782623742933
NSD,MODEL_B,language_model-layers-8,PPA,subj03,0.1874432697774956,0.2417875636295586
NSD,MODEL_B,language_model-layers-8,PPA,subj04,0.15530096103399071,0.22759263874454796
NSD,MODEL_B,language_model-layers-8,PPA,subj05,0.22389562453271566,0.30410930905387734
NSD,MODEL_B,language_model-layers-8,PPA,subj06,0.16797216710690355,0.1943583397920219
NSD,MODEL_B,language_model-layers-8,PPA,subj07,0.1791179684609589,0.1934320965335867
NSD,MODEL_B,language_model-layers-8,PPA,subj08,0.14654522309669582,0.18202746923074248
NSD,MODEL_B,language_model-layers-8,OPA,subj01,0.17879166060597038,0.17217910016092136
NSD,MODEL_B,language_model-layers-8,OPA,subj02,0.1995053176991512,0.2173888770253367
NSD,MODEL_B,language_model-layers-8,OPA,subj03,0.14263049067127576,0.15930479932535577
NSD,MODEL_B,language_model-layers-8,OPA,subj04,0.1274070677178048,0.1504068020314321
NSD,MODEL_B,language_model-layers-8,OPA,subj05,0.2040000984273081,0.26039645613015555
NSD,MODEL_B,language_model-layers-8,OPA,subj06,0.11917765192924307,0.12169305853386828
NSD,MODEL_B,language_model-layers-8,OPA,subj07,0.1590433915623293,0.16091423868340368
NSD,MODEL_B,language_model-layers-8,OPA,subj08,0.11697383814658549,0.1029868646668012
NSD,MODEL_B,language_model-layers-8,EBA,subj01,0.16851255895812095,0.21666770710485944
NSD,MODEL_B,language_model-layers-8,EBA,subj02,0.17894974551888573,0.23733410388106027
NSD,MODEL_B,language_model-layers-8,EBA,subj03,0.16509653540366634,0.18391024766816974
NSD,MODEL_B,language_model-layers-8,EBA,subj04,0.13955969213680502,0.16917672296503516
NSD,MODEL_B,language_model-layers-8,EBA,subj05,0.18257826811971078,0.2344784734302991
NSD,MODEL_B,language_model-layers-8,EBA,subj06,0.13424595783108523,0.14015972705053906
NSD,MODEL_B,language_model-layers-8,EBA,subj07,0.14853394414432333,0.1890416050091945
NSD,MODEL_B,language_model-layers-8,EBA,subj08,0.10910980557397584,0.11788876144751252
NSD,MODEL_B,language_model-layers-11,V1v,subj01,0.09590896105974561,0.11596661865383712
NSD,MODEL_B,language_model-layers-11,V1v,subj02,0.10197690630383191,0.13763799168474092
NSD,MODEL_B,language_model-layers-11,V1v,subj03,0.07560243781598157,0.09051282483413099
NSD,MODEL_B,language_model-layers-11,V1v,subj04,0.09467273242284399,0.12520800850841404
NSD,MODEL_B,language_model-layers-11,V1v,subj05,0.08639915651293492,0.11393117271345088
NSD,MODEL_B,language_model-layers-11,V1v,subj06,0.0889888272775149,0.10481058696368227
NSD,MODEL_B,language_model-layers-11,V1v,subj07,0.08771146965253998,0.09997234729751313
NSD,MODEL_B,language_model-layers-11,V1v,subj08,0.06743114085418345,0.0943933189049229
NSD,MODEL_B,language_model-layers-11,V2v,subj01,0.11846264577039552,0.14833489786961532
NSD,MODEL_B,language_model-layers-11,V2v,subj02,0.11934990347467514,0.18509816288206915
NSD,MODEL_B,language_model-layers-11,V2v,subj03,0.09745329156988738,0.12300708998908776
NSD,MODEL_B,language_model-layers-11,V2v,subj04,0.10601907450690465,0.1497213454528259
NSD,MODEL_B,language_model-layers-11,V2v,subj05,0.11091225649426674,0.16526116757089973
NSD,MODEL_B,language_model-layers-11,V2v,subj06,0.09479604444326568,0.13717329222724972
NSD,MODEL_B,language_model-layers-11,V2v,subj07,0.10289876832914713,0.13214953021046205
NSD,MODEL_B,language_model-layers-11,V2v,subj08,0.08948862044235394,0.13178108852656362
NSD,MODEL_B,language_model-layers-11,V3v,subj01,0.14170980278366233,0.18053014692367714
NSD,MODEL_B,language_model-layers-11,V3v,subj02,0.13592554581576186,0.2004776732382285
NSD,MODEL_B,language_model-layers-11,V3v,subj03,0.09048026950773114,0.11093294853968776
NSD,MODEL_B,language_model-layers-11,V3v,subj04,0.10281877593807427,0.14816118496831412
NSD,MODEL_B,language_model-layers-11,V3v,subj05,0.1141839901314338,0.18620518644095518
NSD,MODEL_B,language_model-layers-11,V3v,subj06,0.11172481836010069,0.15354875457389205
NSD,MODEL_B,language_model-layers-11,V3v,subj07,0.10575680794013466,0.13680873206053212
NSD,MODEL_B,language_model-layers-11,V3v,subj08,0.07660905414731681,0.12575377286800896
NSD,MODEL_B,language_model-layers-11,hV4,subj01,0.14692846340405988,0.17948519875487243
NSD,MODEL_B,language_model-layers-11,hV4,subj02,0.1379410279635665,0.20081852400049754
NSD,MODEL_B,language_model-layers-11,hV4,subj03,0.1014477559147233,0.11144760636687606
NSD,MODEL_B,language_model-layers-11,hV4,subj04,0.10048925364188209,0.12045902339811154
NSD,MODEL_B,language_model-layers-11,hV4,subj05,0.12544648457198537,0.172188051748085
NSD,MODEL_B,language_model-layers-11,hV4,subj06,0.08809942099724641,0.09343286119292908
NSD,MODEL_B,language_model-layers-11,hV4,subj07,0.09691984728367045,0.1264538651626366
NSD,MODEL_B,language_model-layers-11,hV4,subj08,0.09820762731993334,0.14791051601921001
NSD,MODEL_B,language_model-layers-11,FFA-1,subj01,0.1512639494338849,0.17940195316496874
NSD,MODEL_B,language_model-layers-11,FFA-1,subj02,0.13344067894227998,0.1534333124183209
NSD,MODEL_B,language_model-layers-11,FFA-1,subj03,0.1314913847552168,0.15169109474552084
NSD,MODEL_B,language_model-layers-11,FFA-1,subj04,0.12264622187472446,0.13248050304043432
NSD,MODEL_B,language_model-layers-11,FFA-1,subj05,0.15671377013091037,0.18103414291162004
NSD,MODEL_B,language_model-layers-11,FFA-1,subj06,0.1019365292818728,0.13111448673137963
NSD,MODEL_B,language_model-layers-11,FFA-1,subj07,0.14244723170958182,0.13601577478752175
NSD,MODEL_B,language_model-layers-11,FFA-1,subj08,0.12086952361651077,0.1086617284409567
NSD,MODEL_B,language_model-layers-11,VWFA-1,subj01,0.14147525682708467,0.1362474639949676
NSD,MODEL_B,language_model-layers-11,VWFA-1,subj02,0.13871559390694146,0.1888808679892382
NSD,MODEL_B,language_model-layers-11,VWFA-1,subj03,0.09131528344884536,0.08378993965676944
NSD,MODEL_B,language_model-layers-11,VWFA-1,subj04,0.11655298262701577,0.07894900167261246
NSD,MODEL_B,language_model-layers-11,VWFA-1,subj05,0.18597747457264088,0.1768793007896615
NSD,MODEL_B,language_model-layers-11,VWFA-1,subj06,0.1238689415422352,0.09774739069167114
NSD,MODEL_B,language_model-layers-11,VWFA-1,subj07,0.16056328222984262,0.18769726709497192
NSD,MODEL_B,language_model-layers-11,VWFA-1,subj08,0.07985405167094527,0.05360753781243504
NSD,MODEL_B,language_model-layers-11,PPA,subj01,0.17462969147580895,0.2156345105149177
NSD,MODEL_B,language_model-layers-11,PPA,subj02,0.1919141839707554,0.26460064174628695
NSD,MODEL_B,language_model-layers-11,PPA,subj03,0.15655007289460185,0.22242254918784934
NSD,MODEL_B,language_model-layers-11,PPA,subj04,0.1445421298862481,0.21717815420130834
NSD,MODEL_B,language_model-layers-11,PPA,subj05,0.2020541920697648,0.2870001464310062
NSD,MODEL_B,language_model-layers-11,PPA,subj06,0.15778045897698012,0.18646604382641874
NSD,MODEL_B,language_model-layers-11,PPA,subj07,0.15812889926189377,0.17944575958129877
NSD,MODEL_B,language_model-layers-11,PPA,subj08,0.13467655410047583,0.1768589768034933
NSD,MODEL_B,language_model-layers-11,OPA,subj01,0.17637764499726805,0.17092449585597322
NSD,MODEL_B,language_model-layers-11,OPA,subj02,0.19204062347167802,0.20888364338726792
NSD,MODEL_B,language_model-layers-11,OPA,subj03,0.13065499091156096,0.15197113841733015
NSD,MODEL_B,language_model-layers-11,OPA,subj04,0.1277487543698422,0.147381673995668
NSD,MODEL_B,language_model-layers-11,OPA,subj05,0.1931574141217971,0.2500743226014742
NSD,MODEL_B,language_model-layers-11,OPA,subj06,0.11955828386425617,0.1211276373846248
NSD,MODEL_B,language_model-layers-11,OPA,subj07,0.15742793713795386,0.15738396745351074
NSD,MODEL_B,language_model-layers-11,OPA,subj08,0.10862686763559624,0.10181515800307511
NSD,MODEL_B,language_model-layers-11,EBA,subj01,0.17260470513379086,0.21787500741789503
NSD,MODEL_B,language_model-layers-11,EBA,subj02,0.17645992129802068,0.2375192984555684
NSD,MODEL_B,language_model-layers-11,EBA,subj03,0.1604471953874152,0.18738487009717147
NSD,MODEL_B,language_model-layers-11,EBA,subj04,0.14070623425872605,0.16935152986488272
NSD,MODEL_B,language_model-layers-11,EBA,subj05,0.18400930370096918,0.23412213486714215
NSD,MODEL_B,language_model-layers-11,EBA,subj06,0.13278865980297727,0.14245659152890086
NSD,MODEL_B,language_model-layers-11,EBA,subj07,0.15279228688586785,0.19133499965423126
NSD,MODEL_B,language_model-layers-11,EBA,subj08,0.10236036302267565,0.11750796272063078
NSD,MODEL_B,language_model-layers-16,V1v,subj01,0.09590277493577715,0.12140862343027801
NSD,MODEL_B,language_model-layers-16,V1v,subj02,0.09897708757008716,0.14250695410855688
NSD,MODEL_B,language_model-layers-16,V1v,subj03,0.07360585641210664,0.09517786927382965
NSD,MODEL_B,language_model-layers-16,V1v,subj04,0.09958653801987873,0.1312253989579609
NSD,MODEL_B,language_model-layers-16,V1v,subj05,0.08959976156616788,0.12411504848805283
NSD,MODEL_B,language_model-layers-16,V1v,subj06,0.08935633283025285,0.11053054316433682
NSD,MODEL_B,language_model-layers-16,V1v,subj07,0.08725197188723866,0.10435441635128591
